Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
to ^to++++=to
confirm ^vbi+vpub+++=confirm
the ^ati++++=the
cancer ^nn++++=cancer
cell ^nn++++=cell-intrinsic
- ^zz++++=EXTRAWORD
intrinsic ^jj+atrb+++=EXTRAWORD
role ^nn++++=role
of ^in++++=of
Ezh2 ^np+++??+=EZH2
during ^in++++=during
this ^dt+dem+++=this
process ^nn++++=process,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
generated ^vbd+++xvbn+=generated
inducible ^nn+++??+=inducible
knockdown ^nn+++??+=knockdown
of ^in++++=of
Ezh2 ^np+++??+=EZH2
( ^zz++++=(
Figure ^np++++=Figure
S7 ^np+++??+=S7
G ^zz++++=G),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
also ^rb++++=also
slightly ^rb+down+++=slightly
affected ^vbd+++xvbn+=affected
downstream ^rb+pl+++=downstream
expression ^nn++++=expression
of ^in++++=of
plasticity ^nn++++=plasticity
factors ^nns++++=factors
and ^cc++++=and
stem ^nn++++=stem
cell ^nn++++=cell
markers ^nns++++=markers
( ^zz++++=(
Figures ^np++++=Figures
S7 ^np+++??+=S7
G ^zz++++=G
and ^cc++++=and
S7h ^np+++??+=S7H),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
alter ^vb++++=alter
cancer ^nn++++=cancer
cell ^nn++++=cell
growth ^nn++++=growth
rate ^nn++++=rate
in ^in++++=in
vitro ^nn+++??+=vitro
( ^zz++++=(
Figure ^np++++=Figure
S7 ^np+++??+=S7
I ^pp1a+pp1+++=I).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Induction ^nn++++=Induction
of ^in++++=of
knockdown ^nn+++??+=knockdown
was ^vbd+bedz+aux++=was
initiated ^vpsv++agls+xvbnx+=initiated
after ^cs+sub+++=after
bone ^nn++++=bone
lesions ^nns+++??+=lesions
were ^vbd+bed+aux++=were
introduced ^vpsv++agls+xvbnx+=introduced
for ^in++++=for
one ^cd1++++=one
week ^nn++++=week
( ^zz++++=(
Figures ^np++++=Figures
7 ^zz++++=7
L ^zz++++=L,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
S7 ^np+++??+=S7
J ^zz++++=J).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Interestingly ^rb+cnj+++=Interestingly,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
Ezh2 ^np+++??+=EZH2
knockdown ^nn+++??+=knockdown
did ^vbd+dod+aux++=did
not ^xnot++not++=not
alter ^vb++++=alter
primary ^jj+atrb+++=primary
bone ^nn++++=bone
lesion ^nn+++??+=lesion
development ^nn++++=development
( ^zz++++=(
Figure ^np++++=Figure
7 ^zz++++=7
M ^zz++++=M),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
dramatically ^rb++++=dramatically
reduced ^jj+atrb++xvbn+=reduced
secondary ^jj+atrb+++=secondary
metastasis ^nns+++??+=metastasis
to ^in++++=to
other ^ap++++=other
organs ^nns++++=organs
( ^zz++++=(
Figure ^np++++=Figure
7 ^zz++++=7
N ^zz++++=N).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Taken ^xvbn+++xvbn+=Taken
together ^rb+cnj+++=together,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
aforementioned ^nn+++??+=aforementioned
results ^nns++++=results
strongly ^rb+amp+++=strongly
implicate ^vb++++=implicate
Ezh2 ^np+++??+=EZH2
as ^in++++=as
a ^at++++=a
master ^nn++++=master
regulator ^nn++++=regulator
of ^in++++=of
secondary ^jj+atrb+++=secondary
metastases ^nns++++=metastases
from ^in++++=from
bone ^nn++++=bone
lesions ^nns++++=lesions.
. ^zz++++=EXTRAWORD
