Although ^cs+con+++=Although
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
; ^zz++++=;
Royer ^np+++??+=Royer
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010
60 ^cd++++=60.
. ^zz++++=EXTRAWORD
Royer ^np+++??+=Royer,
, ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Sirota ^np+++??+=Sirota,
, ^zz++++=EXTRAWORD
A ^at++++=A.
. ^zz++++=EXTRAWORD
Patel ^np+++??+=Patel,
, ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Distinct ^jj+atrb+++=Distinct
representations ^nns++++=representations
and ^cc++++=and
theta ^jj+atrb++??+=theta
dynamics ^nn++++=dynamics
in ^in++++=in
dorsal ^jj+atrb+++=dorsal
and ^cc+phrs+++=and
ventral ^jj+atrb+++=ventral
hippocampus ^nns+++??+=hippocampus
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Neurosci ^np+++??+=Neurosci.
. ^zz++++=EXTRAWORD
2010 ^cd++++=2010;
; ^zz++++=EXTRAWORD
30 ^cd++++=30
: ^zz++++=:1777-1787
1777 ^cd+date+++=EXTRAWORD
- ^zz++++=EXTRAWORD
1787 ^cd+date+++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(222)
222 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
neurons ^nns+++??+=neurons
in ^in++++=in
the ^ati++++=the
intermediate ^jj+atrb+++=intermediate
hippocampus ^nns+++??+=hippocampus
fall ^nn++++=fall
roughly ^rb+down+++=roughly
in ^in++++=in
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
poles ^nns++++=poles
( ^zz++++=(
Kjelstrup ^np++++=Kjelstrup
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008
33 ^cd++++=33.
. ^zz++++=EXTRAWORD
Kjelstrup ^np+++??+=Kjelstrup,
, ^zz++++=EXTRAWORD
K.b ^np+++??+=K.B.
. ^zz++++=EXTRAWORD
Solstad ^np+++??+=Solstad,
, ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
Brun ^&fw++++=Brun,
, ^zz++++=EXTRAWORD
V.h ^np+++??+=V.H.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Finite ^jj+atrb+++=Finite
scale ^nn++++=scale
of ^in++++=of
spatial ^jj+atrb+++=spatial
representation ^nn++++=representation
in ^in++++=in
the ^ati++++=the
hippocampus ^nns+++??+=hippocampus
Science ^nn++++=Science.
. ^zz++++=EXTRAWORD
2008 ^cd++++=2008;
; ^zz++++=EXTRAWORD
321 ^cd++++=321
: ^zz++++=:140-143
140 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
143 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(488)
488 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
ventral ^jj+atrb+++=ventral
hippocampus ^nns+++??+=hippocampus
is ^vbz+bez+vrb++=is
crucial ^jj+pred+++=crucial
for ^in++++=for
flexible ^nn++++=flexible
learning ^vwbg+vprv++xvbg+=learning
( ^zz++++=(
Avigan ^np++++=Avigan
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020
4 ^zz++++=4.
. ^zz++++=EXTRAWORD
Avigan ^np+++??+=Avigan,
, ^zz++++=EXTRAWORD
P.d ^nn++++=P.D.
. ^zz++++=EXTRAWORD
Cammack ^np+++??+=Cammack,
, ^zz++++=EXTRAWORD
K ^zz++++=K.
. ^zz++++=EXTRAWORD
Shapiro ^np+++??+=Shapiro,
, ^zz++++=EXTRAWORD
M.l ^np+++??+=M.L.
. ^zz++++=EXTRAWORD
Flexible ^jj++++=Flexible
spatial ^jj++++=spatial
learning ^xvbg+++xvbg+=learning
requires ^vbz++++=requires
both ^abx++++=both
the ^ati++++=the
dorsal ^jj+atrb+++=dorsal
and ^cc+phrs+++=and
ventral ^jj+atrb+++=ventral
hippocampus ^nns+++??+=hippocampus
and ^cc++++=and
their ^pp$+pp3+++=their
functional ^jj+atrb+++=functional
interactions ^nns++++=interactions
with ^in++++=with
the ^ati++++=the
prefrontal ^nn+++??+=prefrontal
cortex ^nn++++=cortex
Hippocampus ^np+++??+=Hippocampus.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
30 ^cd++++=30
: ^zz++++=:733-744
733 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
744 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(40)
40 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
representing ^vbg+++xvbg+=representing
task ^nn++++=task
structure ^nn++++=structure
( ^zz++++=(
Wikenheiser ^np++++=Wikenheiser
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
77 ^cd++++=77.
. ^zz++++=EXTRAWORD
Wikenheiser ^np+++??+=Wikenheiser,
, ^zz++++=EXTRAWORD
A.m ^np+++??+=A.M.
. ^zz++++=EXTRAWORD
Marrero ^np+++??+=Marrero-Garcia,
- ^zz++++=EXTRAWORD
garcia ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Schoenbaum ^np+++??+=Schoenbaum,
, ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
Suppression ^nn++++=Suppression
of ^in++++=of
Ventral ^jj+atrb+++=Ventral
Hippocampal ^np+++??+=Hippocampal
Output ^nn++++=Output
Impairs ^np+++??+=Impairs
Integrated ^vwbn+++xvbn+=Integrated
Orbitofrontal ^np+++??+=Orbitofrontal
Encoding ^np+++??+=Encoding
of ^in++++=of
Task ^nn++++=Task
Structure ^nn++++=Structure
Neuron ^np+++??+=Neuron.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
95 ^cd++++=95
: ^zz++++=:1197-1207.e3
1197 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
1207.e3 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
( ^zz++++=(66)
66 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
social ^jj+atrb+++=social
behavior ^nn++++=behavior
( ^zz++++=(
Okuyama ^np++++=Okuyama
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
51 ^cd++++=51.
. ^zz++++=EXTRAWORD
Okuyama ^np+++??+=Okuyama,
, ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
Kitamura ^np+++??+=Kitamura,
, ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
Roy ^np++++=Roy,
, ^zz++++=EXTRAWORD
D.s ^np+++??+=D.S.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Ventral ^jj+atrb+++=Ventral
Ca1 ^np+++??+=CA1
neurons ^nns+++??+=neurons
store ^nn++++=store
social ^jj+atrb+++=social
memory ^nn++++=memory
Science ^nn++++=Science.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
353 ^cd++++=353
: ^zz++++=:1536-1541
1536 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
1541 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(398)
398 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
high ^jj++++=high-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
behaviors ^nns+++??+=behaviors
that ^tht+rel+subj++=that
would ^md+prd+++=would
benefit ^vb++++=benefit
from ^in++++=from
cognitive ^nn+++??+=cognitive
maps ^nns++++=maps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dorsoventral ^nn+++??+=dorsoventral
axis ^nn++++=axis
in ^in++++=in
the ^ati++++=the
rodent ^nn++++=rodent
corresponds ^vbz++++=corresponds
to ^in++++=to
the ^ati++++=the
posterior ^jj++++=posterior-anterior
- ^zz++++=EXTRAWORD
anterior ^jj+atrb+++=EXTRAWORD
axis ^nn++++=axis
in ^in++++=in
primates ^nns+++??+=primates,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
there ^rn+pl+++=there
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
dramatic ^jj+atrb+++=dramatic
increase ^nn++++=increase
in ^in++++=in
the ^ati++++=the
size ^nn++++=size
and ^cc++++=and
complexity ^nn++++=complexity
of ^in++++=of
the ^ati++++=the
anterior ^jj+atrb+++=anterior
portion ^nn++++=portion
of ^in++++=of
the ^ati++++=the
hippocampus ^nns+++??+=hippocampus
( ^zz++++=(
Inausti ^np++++=Inausti,
, ^zz++++=EXTRAWORD
1993 ^cd+date+++=1993
27 ^cd++++=27.
. ^zz++++=EXTRAWORD
Inausti ^np+++??+=Inausti,
, ^zz++++=EXTRAWORD
R ^zz++++=R.
. ^zz++++=EXTRAWORD
Comparative ^jj+atrb+++=Comparative
anatomy ^nn++++=anatomy
of ^in++++=of
the ^ati++++=the
entorhinal ^nn+++??+=entorhinal
cortex ^nn++++=cortex
and ^cc++++=and
hippocampus ^nns+++??+=hippocampus
in ^in++++=in
mammals ^nns++++=mammals
Hippocampus ^np+++??+=Hippocampus.
. ^zz++++=EXTRAWORD
1993 ^cd+date+++=1993;
; ^zz++++=EXTRAWORD
3 ^zz++++=3
: ^zz++++=:19-26
19 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
26 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(104)
104 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
consistent ^jj++++=consistent
with ^in++++=with
the ^ati++++=the
sophistication ^nn++++=sophistication
of ^in++++=of
the ^ati++++=the
primate ^nn++++=primate
behavioral ^jj+atrb+++=behavioral
repertoire ^nn++++=repertoire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
increase ^nn++++=increase
in ^in++++=in
the ^ati++++=the
size ^nn++++=size
and ^cc++++=and
complexity ^nn++++=complexity
of ^in++++=of
the ^ati++++=the
frontal ^jj+atrb+++=frontal
cortex ^nn++++=cortex,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
anterior ^jj+atrb+++=anterior
hippocampus ^nns+++??+=hippocampus
connects ^vbz++++=connects
( ^zz++++=(
Barbas ^np++++=Barbas
and ^cc++++=and
Blatt ^np+++??+=Blatt,
, ^zz++++=EXTRAWORD
1995 ^cd+date+++=1995
9 ^zz++++=9.
. ^zz++++=EXTRAWORD
Barbas ^np+++??+=Barbas,
, ^zz++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
Blatt ^np+++??+=Blatt,
, ^zz++++=EXTRAWORD
G.j ^np+++??+=G.J.
. ^zz++++=EXTRAWORD
Topographically ^np+++??+=Topographically
specific ^jj+atrb+++=specific
hippocampal ^nn+++??+=hippocampal
projections ^nns++++=projections
target ^nn++++=target
functionally ^rb++++=functionally
distinct ^jj+atrb+++=distinct
prefrontal ^nn+++??+=prefrontal
areas ^nns++++=areas
in ^in++++=in
the ^ati++++=the
rhesus ^nns+++??+=rhesus
monkey ^nn++++=monkey
Hippocampus ^np+++??+=Hippocampus.
. ^zz++++=EXTRAWORD
1995 ^cd+date+++=1995;
; ^zz++++=EXTRAWORD
5 ^zz++++=5
: ^zz++++=:511-533
511 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
533 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(366)
366 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
would ^md+prd+++=would
predict ^vb+vpub+++=predict
that ^tht+vcmp+++=that
value ^nn++++=value
place ^nn++++=place
fields ^nns++++=fields
may ^md+pos+++=may
be ^vb+be+aux++=be
preferentially ^vb+++??+=preferentially
located ^vbd+++xvbn+=located
in ^in++++=in
the ^ati++++=the
anterior ^jj+atrb+++=anterior
hippocampus ^nns+++??+=hippocampus
relative ^jj++++=relative
to ^in++++=to
the ^ati++++=the
posterior ^jj+atrb+++=posterior
hippocampus ^nns+++??+=hippocampus,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
the ^ati++++=the
reverse ^nn++++=reverse
would ^md+prd+++=would
be ^vb+be+vrb++=be
true ^jj+pred+++=true
for ^in++++=for
spatial ^jj+atrb+++=spatial
place ^nn++++=place
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
