Although ^cs+con+++=Although
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
drawn ^vprf+++xvbnx+=drawn
parallels ^nns+++??+=parallels
between ^in++++=between
value ^nn++++=value
place ^nn++++=place
fields ^nns++++=fields
and ^cc++++=and
spatial ^jj+atrb+++=spatial
place ^nn++++=place
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
likely ^jj+pred+++=likely
that ^tht+jcmp+++=that
the ^ati++++=the
two ^cd++++=two
maps ^nns++++=maps
are ^vb+ber+vrb++=are
instantiated ^nn+++??+=instantiated
by ^in++++=by
different ^jj+atrb+++=different
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
hippocampus ^nns+++??+=hippocampus.
. ^zz++++=EXTRAWORD
In ^in++++=In
rodents ^nns++++=rodents,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dorsoventral ^nn+++??+=dorsoventral
axis ^nn++++=axis
demonstrates ^vbz+vpub+++=demonstrates
clear ^jj+atrb+++=clear
functional ^jj+atrb+++=functional
differences ^nns++++=differences:
: ^zz++++=EXTRAWORD
dorsal ^jj+atrb+++=dorsal
neurons ^nns+++??+=neurons
have ^vb+hv+vrb++=have
smaller ^jjr+atrb+++=smaller
place ^nn++++=place
field ^nn++++=field
sizes ^nns++++=sizes
and ^cc++++=and
fewer ^ap++++=fewer
non ^&fw++++=non-spatial
- ^zz++++=EXTRAWORD
spatial ^jj+atrb+++=EXTRAWORD
representations ^nns++++=representations
than ^in++++=than
ventral ^jj+atrb+++=ventral
neurons ^nns+++??+=neurons
( ^zz++++=(
Jung ^np++++=Jung
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1994 ^cd+date+++=1994
28 ^cd++++=28.
. ^zz++++=EXTRAWORD
Jung ^np+++??+=Jung,
, ^zz++++=EXTRAWORD
M.w ^np+++??+=M.W.
. ^zz++++=EXTRAWORD
Wiener ^np++++=Wiener,
, ^zz++++=EXTRAWORD
S.i ^np++++=S.I.
. ^zz++++=EXTRAWORD
Mcnaughton ^np+++??+=McNaughton,
, ^zz++++=EXTRAWORD
B.l ^np+++??+=B.L.
. ^zz++++=EXTRAWORD
Comparison ^nn++++=Comparison
of ^in++++=of
spatial ^jj+atrb+++=spatial
firing ^jj+atrb++xvbg+=firing
characteristics ^nns++++=characteristics
of ^in++++=of
units ^nns++++=units
in ^in++++=in
dorsal ^jj+atrb+++=dorsal
and ^cc+phrs+++=and
ventral ^jj+atrb+++=ventral
hippocampus ^nns+++??+=hippocampus
of ^in++++=of
the ^ati++++=the
rat ^nn++++=rat
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Neurosci ^np+++??+=Neurosci.
. ^zz++++=EXTRAWORD
1994 ^cd+date+++=1994;
; ^zz++++=EXTRAWORD
14 ^cd++++=14
: ^zz++++=:7347-7356
7347 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
7356 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Pubmed ^np+++??+=PubMed
