Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
to ^to++++=to
estimate ^vbi++++=estimate
the ^ati++++=the
mean ^jj+atrb+++=mean
lifespans ^nns+++??+=lifespans
of ^in++++=of
tdtomato ^nn+++??+=tdTomato
+ ^zz++++=+
labeled ^nn+++??+=labeled
post ^nn++++=post-mitotic
- ^zz++++=EXTRAWORD
mitotic ^nn+++??+=EXTRAWORD
neutrophils ^nns+++??+=neutrophils
in ^in++++=in
tissues ^nns++++=tissues
we ^pp1a+pp1+++=we
considered ^vbd+vprv++xvbn+=considered
the ^ati++++=the
10 ^cd++++=10%
% ^zz++++=EXTRAWORD
of ^in++++=of
those ^dt+dem+++=those
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
long ^jj++++=long-lived.
- ^zz++++=EXTRAWORD
lived ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
( ^zz++++=(
B ^zz++++=B
M ^zz++++=M
) ^zz++++=)
1 ^zz++++=1
0 ^zz++++=0
% ^zz++++=%
and ^cc++++=and
( ^zz++++=(
) ^zz++++=)
1 ^zz++++=1
0 ^zz++++=0
% ^zz++++=%
denote ^vb+vsua+++=denote
the ^ati++++=the
corresponding ^jj+atrb++xvbg+=corresponding
mean ^jj+atrb+++=mean
lifespans ^nns+++??+=lifespans
in ^in++++=in
Bm ^np+++??+=BM
and ^cc++++=and
tissue ^nn++++=tissue
, ^zz++++=,
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
Using ^vbg+++xvbg+=Using
the ^ati++++=the
above ^jjb+atrb+++=above
decaying ^jj+atrb+++=decaying
exponential ^nn++++=exponential
functions ^nns++++=functions
1 ^zz++++=1
0 ^zz++++=0
0 ^zz++++=0
( ^zz++++=(
2 ^zz++++=2
) ^zz++++=)
B ^zz++++=B
M ^zz++++=M
and ^cc++++=and
1 ^zz++++=1
0 ^zz++++=0
0 ^zz++++=0
( ^zz++++=(
3 ^zz++++=3
) ^zz++++=)
, ^zz++++=,
together ^rb++++=together
with ^in++++=with
the ^ati++++=the
obtained ^jj+atrb++xvbn+=obtained
mean ^jj+atrb+++=mean
lifetimes ^nns+++??+=lifetimes,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
computed ^vbd+++xvbn+=computed
the ^ati++++=the
mean ^jj+atrb+++=mean
lifespans ^nns+++??+=lifespans
as ^ql++++=as
( ^zz++++=(
B ^zz++++=B
M ^zz++++=M
) ^zz++++=)
1 ^zz++++=1
0 ^zz++++=0
% ^zz++++=%
= ^zz++++==
l ^zz++++=l
o ^zz++++=o
g ^zz++++=g
( ^zz++++=(
1 ^zz++++=1
0 ^zz++++=0
) ^zz++++=)
B ^zz++++=B
M ^zz++++=M
and ^cc++++=and
( ^zz++++=(
) ^zz++++=)
1 ^zz++++=1
0 ^zz++++=0
% ^zz++++=%
= ^zz++++==
l ^zz++++=l
o ^zz++++=o
g ^zz++++=g
( ^zz++++=(
1 ^zz++++=1
0 ^zz++++=0
) ^zz++++=)
. ^zz++++=.
Their ^pp$+pp3+++=Their
values ^nns++++=values,
, ^zz++++=EXTRAWORD
together ^rb++++=together
with ^in++++=with
their ^pp$+pp3+++=their
corresponding ^jj+atrb++xvbg+=corresponding
confidence ^nn++++=confidence
intervals ^nns++++=intervals
( ^zz++++=(confidence
confidence ^nn++++=EXTRAWORD
levels ^nns++++=levels
at ^in++++=at
95% ^cd++++=95%),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
shown ^vprf+++xvbn+=shown
in ^in++++=in
fig.s1e ^np++++=Fig.S1E.
. ^zz++++=EXTRAWORD
