The ^ati++++=The
Top ^jjb+atrb+++=TOP
enzymes ^nns+++??+=enzymes
Top1 ^np+++??+=TOP1
and ^cc++++=and
Top2a ^np+++??+=TOP2A/B
cleave ^nn+++??+=cleave
one ^cd1++++=one
or ^cc++++=or
both ^abx++++=both
Dna ^np+++??+=DNA
strands ^nns++++=strands,
, ^zz++++=EXTRAWORD
respectively ^rb+cnj+++=respectively,
, ^zz++++=EXTRAWORD
to ^to++++=to
resolve ^vbi++++=resolve
Dna ^np+++??+=DNA
topological ^nn+++??+=topological
constraints ^nns+++??+=constraints
for ^in++++=for
replication ^nn+++??+=replication,
, ^zz++++=EXTRAWORD
transcription ^nn+++??+=transcription,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chromatin ^jj+atrb++??+=chromatin
organization ^nn++++=organization
( ^zz++++=(
Pommier ^np++++=Pommier
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
55 ^cd++++=55.
. ^zz++++=EXTRAWORD
Pommier ^np+++??+=Pommier,
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun,
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Huang ^np+++??+=Huang,
, ^zz++++=EXTRAWORD
S.n ^np+++??+=S.N.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Roles ^nns++++=Roles
of ^in++++=of
eukaryotic ^nn+++??+=eukaryotic
topoisomerases ^nns+++??+=topoisomerases
in ^in++++=in
transcription ^nn+++??+=transcription,
, ^zz++++=EXTRAWORD
replication ^nn+++??+=replication
and ^cc++++=and
genomic ^jj+atrb++??+=genomic
stability ^nn++++=stability
Nat ^np++++=Nat.
. ^zz++++=EXTRAWORD
Rev ^npt++++=Rev.
. ^zz++++=EXTRAWORD
Mol ^np+++??+=Mol.
. ^zz++++=EXTRAWORD
Cell ^nn++++=Cell
Biol ^np+++??+=Biol.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
17 ^cd++++=17
: ^zz++++=:703-721
703 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
721 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(629)
629 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
For ^in++++=For
transcription ^nn+++??+=transcription,
, ^zz++++=EXTRAWORD
Tops ^nns++++=TOPs
are ^vb+ber+aux++=are
required ^vpsv++agls+xvbnx+=required
for ^in++++=for
the ^ati++++=the
relief ^nn++++=relief
of ^in++++=of
torsional ^jj+atrb+++=torsional
strain ^nn++++=strain
as ^in++++=as
a ^at++++=a
result ^nn++++=result
of ^in++++=of
chromatin ^nn+++??+=chromatin
remodeling ^nn+++??+=remodeling,
, ^zz++++=EXTRAWORD
nucleosome ^nn+++??+=nucleosome
depletion ^nn++++=depletion
at ^rb++++=at
enhancers ^nns+++??+=enhancers
or ^cc++++=or
promoters ^nns++++=promoters,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
Rna ^np+++??+=RNA
polymerase ^nn+++??+=polymerase
Ii ^np+++??+=II
( ^zz++++=(RNA
rna ^nn+++??+=EXTRAWORD
Pol ^np+++??+=Pol
Ii ^np+++??+=II)
) ^zz++++=EXTRAWORD
pausing ^vbg+++xvbg+=pausing
and ^cc++++=and
elongation ^nn+++??+=elongation
( ^zz++++=(
Pommier ^np++++=Pommier
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
55 ^cd++++=55.
. ^zz++++=EXTRAWORD
Pommier ^np+++??+=Pommier,
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun,
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Huang ^np+++??+=Huang,
, ^zz++++=EXTRAWORD
S.n ^np+++??+=S.N.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Roles ^nns++++=Roles
of ^in++++=of
eukaryotic ^nn+++??+=eukaryotic
topoisomerases ^nns+++??+=topoisomerases
in ^in++++=in
transcription ^nn+++??+=transcription,
, ^zz++++=EXTRAWORD
replication ^nn+++??+=replication
and ^cc++++=and
genomic ^jj+atrb++??+=genomic
stability ^nn++++=stability
Nat ^np++++=Nat.
. ^zz++++=EXTRAWORD
Rev ^npt++++=Rev.
. ^zz++++=EXTRAWORD
Mol ^np+++??+=Mol.
. ^zz++++=EXTRAWORD
Cell ^nn++++=Cell
Biol ^np+++??+=Biol.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
17 ^cd++++=17
: ^zz++++=:703-721
703 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
721 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(629)
629 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
in ^in++++=in
addition ^nn++++=addition
to ^in++++=to
Rna ^np+++??+=RNA
Pol ^np+++??+=Pol
Ii ^np+++??+=II
itself ^ppl++++=itself
( ^zz++++=(
Baranello ^np++++=Baranello
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
7 ^zz++++=7.
. ^zz++++=EXTRAWORD
Baranello ^np+++??+=Baranello,
, ^zz++++=EXTRAWORD
L ^zz++++=L.
. ^zz++++=EXTRAWORD
Wojtowicz ^np+++??+=Wojtowicz,
, ^zz++++=EXTRAWORD
D ^zz++++=D.
