This ^dt+dem+++=This
type ^nn++++=type
of ^in++++=of
micro ^nn+++??+=micro-analysis
- ^zz++++=EXTRAWORD
analysis ^nn++++=EXTRAWORD
of ^in++++=of
content ^nn++++=content
of ^in++++=of
the ^ati++++=the
utterances ^nns+nom+++=utterances
in ^in++++=in
these ^dt+dem+++=these
extracts ^nns++++=extracts
have ^vb+hv+aux++=have
allowed ^vprf+++xvbnx+=allowed
us ^pp1o+pp1+++=us
to ^to++++=to
explore ^vbi++++=explore
some ^dti++++=some
factors ^nns++++=factors
in ^in++++=in
more ^rbr++++=more
depth ^nn++++=depth,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
building ^jj+++xvbg+=building
of ^in++++=of
conceptual ^jj++++=conceptual
understanding ^jj+++xvbg+=understanding
and ^cc++++=and
results ^nns++++=results
of ^in++++=of
each ^dt++++=each
discursive ^jj+atrb+++=discursive
strategy ^nn++++=strategy
employed ^vwbn+++xvbn+=employed
by ^in++++=by
the ^ati++++=the
teacher ^nn++++=teacher.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
highlight ^vb++++=highlight
a ^at++++=a
particular ^jj+atrb+++=particular
classroom ^nn++++=classroom
activity ^nn+nom+++=activity
and ^cc++++=and
discursive ^jj+atrb+++=discursive
techniques ^nns++++=techniques
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
an ^at++++=an
impact ^nn++++=impact
on ^in++++=on
shaping ^nn++++=shaping
classroom ^nn++++=classroom
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
