This ^dt+dem+++=This
case ^nn++++=case
study ^nn++++=study
reflects ^vbz++++=reflects
on ^in++++=on
the ^ati++++=the
experience ^nn+nom+++=experience
of ^in++++=of
co ^nn++++=co-author
- ^zz++++=EXTRAWORD
author ^nn++++=EXTRAWORD
Ros ^np+++??+=Ros
s ^zz++++=s
Labrada ^np+++??+=Labrada
in ^in++++=in
explaining ^xvbg+++xvbg+=explaining
archiving ^jj+++xvbg+=archiving
to ^in++++=to
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
Mako ^np+++??+=Mako
communities ^nns+nom+++=communities
along ^in++++=along
the ^ati++++=the
Ventuari ^np+++??+=Ventuari
River ^nn++++=River
in ^in++++=in
Venezuela ^np+++??+=Venezuela
during ^in++++=during
his ^pp$+pp3+++=his
doctoral ^jj+atrb+++=doctoral
project ^nn++++=project
( ^zz++++=(2012-2015)
2012 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
focused ^vbd+++xvbn+=focused
on ^in++++=on
the ^ati++++=the
documentation ^nn+nom+++=documentation
and ^cc++++=and
description ^nn+nom+++=description
of ^in++++=of
Mako ^np+++??+=Mako,
, ^zz++++=EXTRAWORD
a ^at++++=a
Jod ^np+++??+=Jod
S ^zz++++=S
Liban ^np++++=liban
Language ^nn+nom+++=language
 ^zz++++=(ROS
Ros ^np++++=EXTRAWORD
S ^zz++++=S
Labrada ^np++++=LABRADA,
 ^zz++++=EXTRAWORD
015 ^cd++++=2015).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
