This ^dt+dem+++=This
section ^nn+nom+++=section
offers ^vbz++++=offers
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
case ^nn++++=case
studies ^nns++++=studies
illustrating ^vwbg+++xvbg+=illustrating
language ^nn+nom+++=language
documentation ^nn+nom+++=documentation
and ^cc++++=and
archiving ^nvbg+++xvbg+=archiving
in ^in++++=in
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
through ^in++++=through
projects ^nns++++=projects
carried ^vbd+++xvbn+=carried
out ^rp+pl+++=out
in ^in++++=in
collaboration ^nn+nom+++=collaboration
with ^in++++=with
the ^ati++++=the
Paresi ^np+++??+=Paresi-Haliti
- ^zz++++=EXTRAWORD
haliti ^nn+++??+=EXTRAWORD
and ^cc++++=and
Enawene ^np+++??+=Enawene
Nawe ^np+++??+=Nawe
peoples ^nns++++=peoples
and ^cc++++=and
led ^vpsv++by+xvbn+=led
by ^in++++=by
Ana ^np+++??+=Ana
Paula ^np++++=Paula
Brand ^nn++++=Brand
o ^zz++++=o.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
brief ^jj+atrb+++=brief
introduction ^nn+nom+++=introduction
to ^in++++=to
these ^dt+dem+++=these
two ^cd++++=two
languages ^nns+nom+++=languages,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
describe ^vb++++=describe
the ^ati++++=the
documentation ^nn+nom+++=documentation
projects ^nns++++=projects
( ^zz++++=(
6.1 ^cd++++=6.1),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
resulting ^vbg+++xvbg+=resulting
archival ^jj+atrb+++=archival
collections ^nns+nom+++=collections
( ^zz++++=(
6.2 ^cd++++=6.2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
