This ^dt+dem+++=This
manuscript ^nn++++=manuscript
is ^vbz+bez+vrb++=is
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
Masters ^nns+nom+++=Masters
Thesis ^nn++++=Thesis
defended ^vbd+++xvbn+=defended
in ^in++++=in
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
also ^rb++++=also
aimed ^vbd+++xvbn+=aimed
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
approach ^nn++++=approach
to ^in++++=to
health ^nn++++=health
in ^in++++=in
Pe ^np+++??+=PE
classes ^nns++++=classes.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
limits ^nns++++=limits
imposed ^vwbn+++xvbn+=imposed
by ^in++++=by
an ^at++++=an
article ^nn++++=article,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
adapted ^vpsv++agls+xvbn+=adapted
the ^ati++++=the
text ^nn++++=text
to ^to++++=to
a ^at++++=a
smaller ^jjr+atrb+++=smaller
scope ^nn++++=scope.
. ^zz++++=EXTRAWORD
