This ^dt+dem+++=This
understanding ^nvbg+++xvbg+=understanding
is ^vbz+bez+vrb++=is
also ^rb++++=also
in ^in++++=in
the ^ati++++=the
Bncc ^np+++??+=BNCC,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
states ^nns++++=states
that ^tht+rel+obj++=that
the ^ati++++=the
student ^nn++++=student
should ^md+nec+++=should
take ^vb++++=take
advantage ^nn+nom+++=advantage
of ^in++++=of
body ^nn++++=body
practices ^nns++++=practices
autonomously ^rb++++=autonomously
to ^to++++=to
enhance ^nn+nom+++=enhance
involvement ^nn+nom+++=involvement
in ^in++++=in
leisure ^nn++++=leisure
contexts ^nns++++=contexts,
, ^zz++++=EXTRAWORD
expand ^vb++++=expand
sociability ^nn+nom+++=sociability
networks ^nns++++=networks
and ^cc++++=and
health ^nn++++=health
promotion ^nn+nom+++=promotion
( ^zz++++=(BRASIL,
brasil ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017,
, ^zz++++=EXTRAWORD
p.223 ^nn+++??+=p.223).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
take ^vbi++++=take
this ^dt+dem+++=this
interpretation ^nn+nom+++=interpretation
from ^in++++=from
a ^at++++=a
behavioral ^jj+atrb+++=behavioral
perspective ^nn++++=perspective
( ^zz++++=(lifestyle
lifestyle ^nn+++??+=EXTRAWORD
change ^nn++++=change)
) ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
socio ^nn+++??+=socio-environmental
- ^zz++++=EXTRAWORD
environmental ^jj+atrb+++=EXTRAWORD
conception ^nn+nom+++=conception,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
for ^in++++=for
Westphal ^np+nom++??+=Westphal
( ^zz++++=(2013),
2013 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
consolidated ^vpsv++agls+xvbnx+=consolidated
in ^in++++=in
collective ^jj+atrb+++=collective
strategies ^nns+++??+=strategies
of ^in++++=of
population ^nn+nom+++=population
empowerment ^nn+nom+++=empowerment,
, ^zz++++=EXTRAWORD
promotion ^nn+nom+++=promotion
of ^in++++=of
healthy ^jj+atrb+++=healthy
spaces ^nns++++=spaces
and ^cc++++=and
development ^nn+nom+++=development
of ^in++++=of
skills ^nns++++=skills,
, ^zz++++=EXTRAWORD
knowledge ^nn++++=knowledge
and ^cc++++=and
attitudes ^nns++++=attitudes.
. ^zz++++=EXTRAWORD
