This ^dt+dem+++=This
category ^nn++++=category
gives ^vbz++++=gives
us ^pp1o+pp1+++=us
indications ^nns+nom+++=indications
that ^tht+vcmp+obj++=that
gestures ^nns++++=gestures
can ^md+pos+++=can
reveal ^vb+vprv+++=reveal
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
going ^vbg+++xvbgx+=going
on ^in++++=on
in ^in++++=in
students ^nns++++=students'
' ^zz++++=EXTRAWORD
minds ^nns++++=minds
when ^wrb+who+++=when
explaining ^jj+++xvbg+=explaining
to ^in++++=to
someone ^pn++++=someone
about ^in++++=about
certain ^jj+atrb+++=certain
content ^nn++++=content
or ^cc+cls+++=or
when ^wrb+who+++=when
explaining ^vbg+vpub++xvbg+=explaining
their ^pp$+pp3+++=their
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
Gestural ^np+nom++??+=Gestural
analysis ^nn++++=analysis
using ^vwbg+++xvbg+=using
techniques ^nns++++=techniques,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Think ^vb+vprv+++=Think
Aloud ^rb+cnj+++=Aloud,
, ^zz++++=EXTRAWORD
provides ^vbz+vsua+++=provides
an ^at++++=an
understanding ^jj+++xvbg+=understanding
of ^in++++=of
the ^ati++++=the
articulation ^nn+nom+++=articulation
between ^in++++=between
students ^nns++++=students'
' ^zz++++=EXTRAWORD
gestures ^nns++++=gestures
and ^cc++++=and
mental ^jj+atrb+++=mental
images ^nns++++=images.
. ^zz++++=EXTRAWORD
