This ^dt+dem+++=This
study ^nn++++=study
took ^vbd+++xvbn+=took
place ^nn++++=place
in ^in++++=in
three ^cd++++=three
phases ^nns++++=phases
from ^in++++=from
2018 ^cd++++=2018
to ^to++++=to
2021 ^cd++++=2021.
. ^zz++++=EXTRAWORD
The ^ati++++=The
initial ^jj+atrb+++=initial
phase ^nn++++=phase
involved ^vbd+++xvbn+=involved
reaching ^vbg+++xvbg+=reaching
out ^rp+pl+++=out
to ^in++++=to
a ^at++++=a
small ^jj+atrb+++=small
sample ^nn++++=sample
of ^in++++=of
publishers ^nns++++=publishers
and ^cc++++=and
journals ^nns++++=journals
using ^vwbg+++xvbg+=using
Ojs ^np+++??+=OJS
that ^tht+rel+subj++=that
appear ^vb+seem+++=appear
on ^in++++=on
Beall ^np+++??+=Beall
s ^zz++++=s
list ^nn++++=list
and ^cc++++=and
in ^in++++=in
Cabells ^np+++??+=Cabells
Predatory ^jj+atrb+++=Predatory
Reports ^vb++++=Reports
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+vrb++=be
receptive ^jj+pred+++=receptive
to ^in++++=to
suggestions ^nns++++=suggestions
on ^in++++=on
improving ^xvbg+++xvbg+=improving
their ^pp$+pp3+++=their
journals ^nns++++=journals
quality ^nn++++=quality.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
phase ^nn++++=phase
sought ^vbd+++xvbn+=sought
to ^to++++=to
establish ^vbi+vprv+++=establish
how ^wrb+who+whcl++=how
many ^ap++++=many
journals ^nns++++=journals
using ^vwbg+++xvbg+=using
Ojs ^np+++??+=OJS
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
on ^in++++=on
Beall ^np+++??+=Beall
s ^zz++++=s
list ^nn++++=list
and ^cc++++=and
in ^in++++=in
Cabells ^np+++??+=Cabells
Predatory ^jj+atrb+++=Predatory
Reports ^nns++++=Reports.
. ^zz++++=EXTRAWORD
The ^ati++++=The
final ^jj+atrb+++=final
phase ^nn++++=phase
represents ^vbz++++=represents
a ^at++++=a
technical ^jj+atrb+++=technical
response ^nn++++=response
to ^in++++=to
the ^ati++++=the
first ^rb++++=first
two ^cd++++=two
phases ^nns++++=phases.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
proposes ^vbz+vsua+++=proposes
ways ^nns++++=ways
for ^in++++=for
the ^ati++++=the
scholarly ^jj+atrb+++=scholarly
publishing ^jj+atrb++xvbg+=publishing
industry ^nn++++=industry
to ^in++++=to
both ^abx++++=both
verify ^vb+vpub+++=verify
and ^cc+phrs+++=and
communicate ^vb++++=communicate
to ^in++++=to
the ^ati++++=the
public ^nn++++=public
a ^at++++=a
journal ^nn++++=journal
s ^zz++++=s
adherence ^nn++++=adherence
to ^in++++=to
scholarly ^jj+atrb+++=scholarly
standards ^nns++++=standards,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
long ^jj++++=long-standing
- ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=EXTRAWORD
lack ^nn++++=lack
of ^in++++=of
transparency ^nn++++=transparency
makes ^vbz++++=makes
predatory ^jj+atrb+++=predatory
practices ^nns++++=practices
possible ^jj++++=possible
while ^cs+sub+++=while
leading ^jj+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
uncertainty ^nn++++=uncertainty
surrounding ^vwbg+++xvbg+=surrounding,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
likely ^jj+atrb+++=likely
misuse ^nn++++=misuse
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
the ^ati++++=the
predatory ^jj+atrb+++=predatory
label ^nn++++=label.
. ^zz++++=EXTRAWORD
