This ^dt+dem+++=This
paper ^nn++++=paper
discusses ^vbz++++=discusses
core ^nn++++=core
principles ^nns++++=principles
such ^abl++++=such
as ^ql++++=as
play ^vb++++=play,
, ^zz++++=EXTRAWORD
collaboration ^nn++++=collaboration,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
agency ^nn++++=agency
that ^tht+rel+++=that
support ^nn++++=support
the ^ati++++=the
online ^nn+++??+=online
workshops ^nns++++=workshops
offered ^vwbn+++xvbn+=offered
by ^in++++=by
the ^ati++++=the
Global ^jj+atrb+++=Global
Play ^nn++++=Play
Brigade ^nn++++=Brigade
( ^zz++++=(GPB),
gpb ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
an ^at++++=an
international ^jj+atrb+++=international
community ^nn++++=community
of ^in++++=of
activists ^nns++++=activists
from ^in++++=from
different ^jj+atrb+++=different
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
got ^vbd+++xvbn+=got
together ^rb+phrv+++=together
to ^to++++=to
fight ^vbi++++=fight
against ^in++++=against
the ^ati++++=the
global ^jj+atrb+++=global
crisis ^nn++++=crisis
that ^tht+rel+subj++=that
threatened ^vprf+++xvbn+=threatened
the ^ati++++=the
world ^nn++++=world
in ^in++++=in
so ^ql++++=so
many ^ap++++=many
ways ^nns++++=ways
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
covid ^nn+++??+=covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic.
. ^zz++++=EXTRAWORD
To ^to++++=To
exemplify ^vbi++++=exemplify
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
theoretical ^jj++++=theoretical
and ^cc+phrs+++=and
methodological ^jj++++=methodological
approach ^vb++++=approach
involved ^vbd+++xvbn+=involved
in ^in++++=in
the ^ati++++=the
plan ^nn++++=plan
and ^cc++++=and,
, ^zz++++=EXTRAWORD
the ^ati++++=the
workshop ^nn++++=workshop,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
its ^pp$+it+++=its
goals ^nns++++=goals
and ^cc++++=and
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
sessions ^nns++++=sessions,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+aux++=be
described ^vpsv++agls+xvbnx+=described
along ^in++++=along
with ^in++++=with
perspectives ^nns++++=perspectives
aligned ^vwbn+++xvbn+=aligned
to ^in++++=to
Spinoza ^np+++??+=Spinoza,
, ^zz++++=EXTRAWORD
Vygotsky ^np+++??+=Vygotsky,
, ^zz++++=EXTRAWORD
Freire ^np+++??+=Freire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
other ^ap++++=other
authors ^nns++++=authors
to ^to++++=to
promote ^vbi++++=promote
understanding ^nvbg+++xvbg+=understanding
of ^in++++=of
how ^wrb+who+++=how
people ^nns++++=people
can ^md+pos+++=can
be ^vb+be+aux++=be
affected ^vpsv++agls+xvbnx+=affected
towards ^in++++=towards
social ^jj+atrb+++=social
change ^nn++++=change.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
known ^vpsv++agls+xvbnx+=known
that ^tht+vcmp+++=that
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
many ^ap++++=many
facets ^nns++++=facets
to ^in++++=to
the ^ati++++=the
current ^jj+atrb+++=current
turmoil ^nn++++=turmoil,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
Gpb ^np+++??+=GPB
seeks ^vbz++++=seeks
to ^to+vcmp+++=to
create ^vbi++++=create
spaces ^nns++++=spaces
in ^in++++=in
which ^whp+rel+pied++=which
creativity ^nn+++??+=creativity
and ^cc++++=and
critical ^jj++++=critical
thinking ^jj+++xvbg+=thinking
can ^md+pos+++=can
create ^vb++++=create
possibilities ^nns++++=possibilities
for ^in++++=for
emotional ^jj+atrb+++=emotional
support ^nn++++=support,
, ^zz++++=EXTRAWORD
development ^nn++++=development,
, ^zz++++=EXTRAWORD
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
action ^nn++++=action.
. ^zz++++=EXTRAWORD
