This ^dt+dem+++=This
approach ^nn++++=approach
to ^in++++=to
the ^ati++++=the
workshop ^nn++++=workshop
considers ^vbz+vprv+++=considers
the ^ati++++=the
multimodal ^nn+++??+=multimodal
resources ^nns++++=resources
available ^jj++++=available
on ^in++++=on
Zoom ^np+++??+=ZOOM,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
enable ^vb++++=enable
interactions ^nns++++=interactions
among ^in++++=among
participants ^nns++++=participants
such ^abl++++=such
as ^ql++++=as
audio ^vb+++??+=audio,
, ^zz++++=EXTRAWORD
video ^nn+++??+=video,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
written ^jj+atrb++xvbn+=written
text ^nn++++=text
in ^in++++=in
the ^ati++++=the
chat ^nn++++=chat.
. ^zz++++=EXTRAWORD
Revisiting ^np+++??+=Revisiting
Vygotsky ^np+++??+=Vygotsky
( ^zz++++=(2004),
2004 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
intentionality ^nn+++??+=intentionality
is ^vbz+bez+vrb++=is
always ^rb++++=always
present ^jj+pred+++=present
to ^in++++=to
the ^ati++++=the
facilitator ^nn+++??+=facilitator
in ^in++++=in
a ^at++++=a
collaborative ^nn+++??+=collaborative
learning ^vwbg+vprv++xvbg+=learning
space ^nn++++=space
because ^cs+cos+++=because
the ^ati++++=the
facilitator ^nn+++??+=facilitator
is ^vbz+bez+vrb++=is
responsible ^jj+pred+++=responsible
for ^in++++=for
arranging ^xvbg+++xvbg+=arranging
available ^jj+atrb+++=available
resources ^nns++++=resources
to ^to++++=to
encourage ^vbi++++=encourage
participation ^nn++++=participation.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
session ^nn++++=session,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
play ^nn++++=play
and ^cc++++=and
talk ^nn++++=talk
were ^vbd+bed+vrb++=were
the ^ati++++=the
main ^jjb+atrb+++=main
forms ^nns++++=forms
of ^in++++=of
participation ^nn++++=participation
planned ^vwbn+++xvbn+=planned
by ^in++++=by
facilitators ^nns+++??+=facilitators,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
the ^ati++++=the
professors ^nns++++=professors
that ^tht+rel+subj++=that
organized ^vbd+++xvbn+=organized
the ^ati++++=the
workshop ^nn++++=workshop.
. ^zz++++=EXTRAWORD
