Although ^cs+con+++=Although
mhealth ^nn+++??+=mHealth
in ^in++++=in
Hics ^np+++??+=HICs
is ^vbz+bez+aux++=is
becoming ^vbg+++xvbgx+=becoming
increasingly ^rb++++=increasingly
mainstream ^nn++++=mainstream,
, ^zz++++=EXTRAWORD
evidence ^nn+nom+++=evidence
of ^in++++=of
scaled ^vprf+++xvbn+=scaled-up,
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sustained ^jj+atrb++xvbn+=sustained
initiatives ^nns++++=initiatives
in ^in++++=in
Lmics ^np+++??+=LMICs
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
as ^cs+sub+++=as
well ^rb++++=well
established ^jj+++xvbn+=established.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
discrepancy ^nn++++=discrepancy
is ^vbz+bez+vrb++=is
a ^at++++=a
likely ^jj+atrb+++=likely
product ^nn++++=product
of ^in++++=of
a ^at++++=a
tendency ^nn++++=tendency
still ^rb++++=still
toward ^in++++=toward
investment ^nn+nom+++=investment
in ^in++++=in
pilots ^nns++++=pilots
that ^tht+rel+subj++=that
fail ^vb++++=fail
to ^to+vcmp+++=to
reach ^vbi++++=reach
scale ^nn++++=scale
( ^zz++++=(and
and ^cc++++=EXTRAWORD
are ^vb+ber+aux++=are
not ^xnot++not++=not
published ^vbd+++xvbn+=published)
) ^zz++++=EXTRAWORD
without ^in++++=without
sustained ^xvbn+++xvbn+=sustained
resourcing ^jj+++xvbg+=resourcing
owing ^in+cmpx+++=owing
to ^in"++++=to
a ^at++++=a
lack ^nn++++=lack
of ^in++++=of
longer ^rbr++++=longer-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
funding ^vwbg+++xvbg+=funding
arrangements ^nns+nom+++=arrangements
( ^zz++++=(
13 ^cd++++=13
, ^zz++++=,
31 ^cd++++=31
) ^zz++++=).
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
analyses ^nns++++=analyses
undertaken ^vwbn+++xvbn+=undertaken
to ^in++++=to
date ^nn++++=date,
, ^zz++++=EXTRAWORD
mhealth ^nn+++??+=mHealth
in ^in++++=in
Lmics ^np+++??+=LMICs
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
focused ^vpsv++agls+xvbnx+=focused
largely ^rb++++=largely
on ^in++++=on
two ^cd++++=two
areas ^nns++++=areas:
: ^zz++++=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
mhealth ^nn+++??+=mHealth
to ^to++++=to
support ^vbi++++=support
health ^nn++++=health
workers ^nns+nom+++=workers
in ^in++++=in
health ^nn++++=health
service ^nn++++=service
delivery ^nn+nom+++=delivery
and ^cc++++=and
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
mhealth ^nn+++??+=mHealth
to ^to++++=to
deliver ^vbi++++=deliver
health ^nn++++=health
information ^nn+nom+++=information
directly ^rb++++=directly
to ^in++++=to
consumers ^nns+nom+++=consumers
and ^cc++++=and
to ^to++++=to
support ^vbi++++=support
behavior ^nn++++=behavior
change ^nn++++=change
in ^in++++=in
disease ^nn++++=disease
management ^nn+nom+++=management
interventions ^nns+nom+++=interventions.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
about ^in++++=about
to ^in++++=to
change ^nn++++=change.
. ^zz++++=EXTRAWORD
Large ^jj++++=Large,
, ^zz++++=EXTRAWORD
underserved ^j+++xvbn+=underserved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
consumer ^nn+nom+++=consumer-savvy
- ^zz++++=EXTRAWORD
savvy ^nn+++??+=EXTRAWORD
middle ^jjb+atrb+++=middle
classes ^nns++++=classes
in ^in++++=in
the ^ati++++=the
emerging ^jj+atrb++xvbg+=emerging
economies ^nns++++=economies
combined ^vbd+++xvbn+=combined
with ^in++++=with
the ^ati++++=the
gaping ^jj+atrb+++=gaping
vacuum ^nn++++=vacuum
in ^in++++=in
consumer ^nn+nom+++=consumer
choice ^nn++++=choice
for ^in++++=for
health ^nn++++=health
care ^nn++++=care
during ^in++++=during
the ^ati++++=the
global ^jj++++=global
severe ^jj+atrb+++=severe
acute ^jj+atrb+++=acute
respiratory ^jj+atrb+++=respiratory
syndrome ^nn++++=syndrome
coronavirus ^nns+++??+=coronavirus
2 ^zz++++=2
( ^zz++++=(SARS-CoV-2)/COVID-19
sars ^nns+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
pandemic ^jj++++=pandemic
has ^vbz+hvz+vrb++=has
only ^ap+down+++=only
fueled ^jj+atrb++xvbn+=fueled
growth ^nn++++=growth
in ^in++++=in
mhealth ^nn++++=mHealth
in ^in++++=in
lmics ^np++++=LMICs
( ^zz++++=(
66 ^cd++++=66
) ^zz++++=).
. ^zz++++=EXTRAWORD
