Our ^pp$+pp1+++=Our
final ^jj+atrb+++=final
dataset ^nn+++??+=dataset
comprised ^vbd+++xvbn+=comprised
255 ^cd++++=255
gnomad ^nn+++??+=gnomAD
individuals ^nns+nom+++=individuals
and ^cc++++=and
97 ^cd++++=97
Uk ^np++++=UK
Biobank ^np+++??+=Biobank
individuals ^nns+nom+++=individuals
with ^in++++=with
134 ^cd++++=134
unique ^jj++++=unique
high ^jj++++=high-confidence
- ^zz++++=EXTRAWORD
confidence ^nn+nom+++=EXTRAWORD
plof ^nn+++??+=pLoF
variants ^nns+nom+++=variants
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
1a ^cd++++=1a
) ^zz++++=)
and ^cc++++=and
an ^at++++=an
overall ^jjb+atrb+++=overall
carrier ^nn++++=carrier
frequency ^nn++++=frequency
of ^in++++=of
0.19 ^nn+++??+=0.19%;
% ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
less ^ql++++=less
than ^cs+sub+++=than
half ^abn++++=half
the ^ati++++=the
frequency ^nn++++=frequency
estimated ^vbd+++xvbn+=estimated
from ^in++++=from
uncurated ^jj+atrb++xvbn+=uncurated
variants ^nns+nom+++=variants,
, ^zz++++=EXTRAWORD
reaffirming ^vbg+++xvbg+=reaffirming
the ^ati++++=the
importance ^nn+nom+++=importance
of ^in++++=of
thorough ^jj+atrb+++=thorough
curation ^nn+nom+++=curation
of ^in++++=of
candidate ^nn+nom+++=candidate
Lof ^np+++??+=LoF
variants ^nns+nom+++=variants
. ^zz++++=.
A ^at++++=A
subset ^nn+++??+=subset
of ^in++++=of
25 ^cd++++=25
gnomad ^nn+++??+=gnomAD
samples ^nns++++=samples
with ^in++++=with
19 ^cd++++=19
unique ^jj+atrb+++=unique
Lrrk2 ^np+++??+=LRRK2
plof ^nn+++??+=pLoF
variants ^nns+nom+++=variants
with ^in++++=with
Dna ^np+++??+=DNA
available ^jj++++=available
were ^vbd+bed+vrb++=were
all ^abn++++=all
successfully ^rb++++=successfully
validated ^vpsv++by+xvbn+=validated
by ^in++++=by
sanger ^np++++=Sanger
sequencing ^jj++++=sequencing
( ^zz++++=(Supplementary
supplementary ^jj+atrb+++=EXTRAWORD
table ^nn++++=Table
3 ^zz++++=3
) ^zz++++=).
. ^zz++++=EXTRAWORD
