Despite ^in++++=Despite
this ^dt+dem+++=this
earlier ^jjr+atrb+++=earlier
onset ^nn++++=onset,
, ^zz++++=EXTRAWORD
Mn ^np+++??+=MN
loss ^nn++++=loss
in ^in++++=in
Mn ^np+++??+=MN-P517L/
- ^zz++++=EXTRAWORD
p517l ^nn+++??+=EXTRAWORD
14 ^cd++++=14
mutants ^nns+nom+++=mutants
was ^vbd+bedz+aux++=was
limited ^vpsv++agls+xvbnx+=limited
to ^in++++=to
the ^ati++++=the
same ^ap++++=same
selectively ^jj+atrb+++=selectively
vulnerable ^jj+atrb+++=vulnerable
pools ^nns++++=pools
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
heterozygous ^jj+atrb+++=heterozygous
P517l ^np+++??+=P517L/WT
and ^cc++++=and
14 ^cd++++=14/WT
mice ^nns++++=mice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vulnerable ^jj+atrb+++=vulnerable
Ta ^np+++??+=TA
muscle ^nn++++=muscle
showed ^vbd+vprv++xvbn+=showed
Nmj ^np+++??+=NMJ
denervation ^nn+nom+++=denervation,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
the ^ati++++=the
soleus ^nns+++??+=soleus
muscle ^nn++++=muscle
remained ^vbd+++xvbn+=remained
unaffected ^jj++++=unaffected
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3e ^cd++++=3e
and ^cc++++=and
Extended ^jj+atrb++xvbn+=Extended
Data ^nns++++=Data
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
5e ^cd++++=5e
) ^zz++++=).
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
Mn ^np+++??+=MN
loss ^nn++++=loss
was ^vbd+bedz+aux++=was
limited ^vpsv++agls+xvbnx+=limited
to ^in++++=to
the ^ati++++=the
large ^jj++++=large-diameter
- ^zz++++=EXTRAWORD
diameter ^nn+nom+++=EXTRAWORD
( ^zz++++=(alpha)
alpha ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Mns ^np+++??+=MNs
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3g ^cd++++=3g
) ^zz++++=)
and ^cc++++=and
ultimately ^rb++++=ultimately
plateaued ^jj+++xvbn+=plateaued
at ^rb++++=at
around ^rp++++=around
20 ^cd++++=20%
% ^zz++++=EXTRAWORD
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3f ^cd++++=3f
) ^zz++++=),
, ^zz++++=EXTRAWORD
approximately ^rb+down+++=approximately
the ^ati++++=the
same ^ap++++=same
level ^nn++++=level
as ^in++++=as
in ^in"++++=in
heterozygous ^jj+atrb+++=heterozygous
P517l ^np+++??+=P517L/WT
and ^cc++++=and
14 ^cd++++=14/WT
mice ^nns++++=mice
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
1c ^cd++++=1c
) ^zz++++=),
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
depletion ^nn+nom+++=depletion
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
subset ^nn+++??+=subset
of ^in++++=of
vulnerable ^jj+atrb+++=vulnerable
Mns ^np+++??+=MNs.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
note ^nn++++=note,
, ^zz++++=EXTRAWORD
denervation ^nn+nom+++=denervation
of ^in++++=of
the ^ati++++=the
Ta ^np+++??+=TA
recovered ^vbd+++xvbn+=recovered
in ^in++++=in
time ^nn++++=time:
: ^zz++++=EXTRAWORD
re ^in++++=re-innervation
- ^zz++++=EXTRAWORD
innervation ^nn+nom+++=EXTRAWORD
of ^in++++=of
Nmjs ^np+++??+=NMJs
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3e ^cd++++=3e
) ^zz++++=),
, ^zz++++=EXTRAWORD
along ^in++++=along
with ^in"++++=with
functional ^jj+atrb+++=functional
recovery ^nn+nom+++=recovery
from ^in++++=from
mild ^jj+atrb+++=mild
deficiencies ^nns++++=deficiencies
in ^in++++=in
grip ^nn++++=grip
strength ^nn++++=strength
( ^zz++++=(Extended
extended ^vbd+++xvbn+=EXTRAWORD
Data ^nns++++=Data
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
5h ^cd++++=5h
) ^zz++++=),
, ^zz++++=EXTRAWORD
occurred ^vprf+++xvbn+=occurred
by ^in++++=by
1 ^zz++++=1
year ^nn++++=year
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
