The ^ati++++=The
data ^nns++++=data
for ^in++++=for
this ^dt+dem+++=this
study ^nn++++=study
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
from ^in++++=from
Ice ^nn++++=ICE-Scotland,
- ^zz++++=EXTRAWORD
scotland ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Scottish ^jj+atrb+++=Scottish
component ^nn++++=component
of ^in++++=of
the ^ati++++=the
International ^jj+atrb+++=International
Corpus ^nn++++=Corpus
of ^in++++=of
English ^jj++++=English
( ^zz++++=(
Sch ^np++++=Sch
tzler ^jjr++++=tzler,
, ^zz++++=EXTRAWORD
Gut ^vb++++=Gut
& ^zz++++=&
Fuchs ^np+++??+=Fuchs
2017 ^cd++++=2017
) ^zz++++=).
. ^zz++++=EXTRAWORD
Corpora ^np+++??+=Corpora
from ^in++++=from
the ^ati++++=the
Ice ^nn++++=ICE-family
- ^zz++++=EXTRAWORD
family ^nn++++=EXTRAWORD
follow ^vb+vprv+++=follow
a ^at++++=a
uniform ^jj+atrb+++=uniform
sampling ^nn+nom+++=sampling
scheme ^nn++++=scheme
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Nelson ^np++++=Nelson
1996 ^cd+date+++=1996
; ^zz++++=;
Nelson ^np++++=Nelson,
, ^zz++++=EXTRAWORD
Wallis ^np++++=Wallis
& ^zz++++=&
Aarts ^np+++??+=Aarts
2002 ^cd++++=2002
) ^zz++++=),
, ^zz++++=EXTRAWORD
with ^in++++=with
600,000 ^cd++++=600,000
words ^nns++++=words
collected ^vwbn+++xvbn+=collected
from ^in++++=from
fifteen ^cd++++=fifteen
spoken ^vprf+++xvbn+=spoken
genres ^nns+++??+=genres
( ^zz++++=(or
or ^cc++++=EXTRAWORD
text ^nn++++=text
types ^nns++++=types)
) ^zz++++=EXTRAWORD
and ^cc++++=and
400,000 ^cd++++=400,000
words ^nns++++=words
sampled ^jj++++=sampled
from ^in++++=from
seventeen ^cd++++=seventeen
written ^xvbn+++xvbn+=written
genres ^nns++++=genres.
. ^zz++++=EXTRAWORD
