Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
negative ^jj+atrb+++=negative
tag ^nn++++=tag
tokens ^nns++++=tokens
were ^vbd+bed+aux++=were
coded ^vpsv++agls+xvbnx+=coded
for ^in++++=for
the ^ati++++=the
three ^cd++++=three
external ^jj+atrb+++=external
factors ^nns++++=factors:
: ^zz++++=EXTRAWORD
locality ^nn+nom+++=locality,
, ^zz++++=EXTRAWORD
gender ^nn++++=gender,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Locality ^nn+nom+++=Locality
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
coded ^xvbn+++xvbn+=coded
as ^in++++=as
Tyneside ^np++++=Tyneside,
, ^zz++++=EXTRAWORD
Glasgow ^np++++=Glasgow,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Salford ^np+++??+=Salford.
. ^zz++++=EXTRAWORD
Gender ^nn++++=Gender
was ^vbd+bedz+aux++=was
coded ^vpsv++agls+xvbnx+=coded
as ^ql++++=as
men ^nns++++=men
versus ^in++++=versus
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Age ^nn++++=Age
was ^vbd+bedz+aux++=was
coded ^vpsv++agls+xvbnx+=coded
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
two ^cd++++=two
age ^nn++++=age
groups ^nns++++=groups
of ^in++++=of
younger ^nn++++=younger
versus ^in++++=versus
older ^jjr++++=older,
, ^zz++++=EXTRAWORD
as ^in++++=as
described ^nn++++=described
in ^in++++=in
section ^nn+nom+++=section
4.1 ^cd++++=4.1
. ^zz++++=.
The ^ati++++=The
inclusion ^nn++++=inclusion
of ^in++++=of
gender ^nn++++=gender
and ^cc++++=and
age ^nn++++=age
allows ^vbz++++=allows
for ^in+ppvb+++=for
an ^at++++=an
investigation ^nn+nom+++=investigation
of ^in++++=of
whether ^cs+who+++=whether
differences ^nns+nom+++=differences
in ^in++++=in
the ^ati++++=the
frequencies ^nns++++=frequencies
of ^in++++=of
variant ^jj+atrb+++=variant
types ^nns++++=types
might ^md+pos+++=might
be ^vb+be+vrb++=be
indicative ^jj+pred+++=indicative
of ^in++++=of
linguistic ^jj+atrb+++=linguistic
change ^nn++++=change
in ^in++++=in
progress ^nns+nom+++=progress.
. ^zz++++=EXTRAWORD
Age ^nn++++=Age-related
- ^zz++++=EXTRAWORD
related ^xvbn+++xvbn+=EXTRAWORD
differences ^nns+nom+++=differences
are ^vb+ber+aux++=are
analyzed ^vpsv++agls+xvbnx+=analyzed
using ^vbg+++xvbg+=using
the ^ati++++=the
apparent ^jj+atrb+++=apparent
time ^nn++++=time
construct ^vb++++=construct
( ^zz++++=(
Bailey ^np++++=Bailey,
, ^zz++++=EXTRAWORD
Wikle ^np+++??+=Wikle,
, ^zz++++=EXTRAWORD
Tillery ^np+nom++??+=Tillery
& ^zz++++=&
Sand ^nn++++=Sand
1991 ^cd+date+++=1991
) ^zz++++=),
, ^zz++++=EXTRAWORD
under ^in++++=under
which ^whp+rel+pied++=which
the ^ati++++=the
language ^nn+nom+++=language
of ^in++++=of
older ^jjr+atrb+++=older
speakers ^nns+nom+++=speakers
is ^vbz+bez+aux++=is
considered ^vpsv++agls+xvbnx+=considered
to ^to+vcmp+++=to
represent ^vbi++++=represent
an ^at++++=an
older ^jjr+atrb+++=older
point ^nn++++=point
in ^in++++=in
time ^nn++++=time
( ^zz++++=(when
when ^wrb+who+++=EXTRAWORD
those ^dt+dem+++=those
speakers ^nns+nom+++=speakers
first ^od++++=first
acquired ^vprf+++xvbn+=acquired
their ^pp$+pp3+++=their
dialect ^nn++++=dialect)
) ^zz++++=EXTRAWORD
compared ^vbd+++xvbn+=compared
to ^in++++=to
younger ^jjr+atrb+++=younger
speakers ^nns+nom+++=speakers.
. ^zz++++=EXTRAWORD
By ^in++++=By
comparing ^xvbg+++xvbg+=comparing
the ^ati++++=the
language ^nn+nom+++=language
use ^nn++++=use
of ^in++++=of
different ^jj+atrb+++=different
age ^nn++++=age
groups ^nns++++=groups,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
can ^md+pos+++=can
make ^vb++++=make
inferences ^nns+nom+++=inferences
about ^in++++=about
linguistic ^jj+atrb+++=linguistic
change ^nn++++=change
( ^zz++++=(or
or ^cc++++=EXTRAWORD
stability ^nn+nom+++=stability)
) ^zz++++=EXTRAWORD
over ^in++++=over
time ^nn++++=time.
. ^zz++++=EXTRAWORD
