The ^ati++++=The
labeling ^nn+++??+=labeling
system ^nn++++=system
for ^in++++=for
intonation ^nn++++=intonation
based ^vwbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
Am ^vb+bem+aux++=AM
theory ^nn++++=theory
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
Tones ^nns++++=Tones
and ^cc++++=and
Breaks ^nns++++=Breaks
Index ^nn++++=Index
system ^nn++++=system
( ^zz++++=(ToBI),
tobi ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
language ^nn++++=language,
, ^zz++++=EXTRAWORD
dialect ^nn++++=dialect,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
variety ^nn++++=variety
requires ^vbz++++=requires
its ^pp$+it+++=its
own ^ap++++=own
distinct ^jj+atrb+++=distinct
Tobi ^np+++??+=ToBI
system ^nn++++=system
that ^tht+rel+subj++=that
reflect ^vb+vprv+++=reflect
that ^tht+vcmp+++=that
variety ^nn++++=variety
s ^zz++++=s
intonational ^nn+++??+=intonational
phonological ^nn+++??+=phonological
specifications ^nns++++=specifications.
. ^zz++++=EXTRAWORD
At ^rb++++=At
present ^vb++++=present,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Mae ^np+++??+=MAE-ToBI
- ^zz++++=EXTRAWORD
tobi ^nn+++??+=EXTRAWORD
( ^zz++++=(Mainstream
mainstream ^nn++++=EXTRAWORD
American ^jj++++=American
English ^jj++++=English-Tones
- ^zz++++=EXTRAWORD
tones ^nns++++=EXTRAWORD
and ^cc++++=and
Breaks ^nns++++=Breaks
Index ^nn++++=Index)
) ^zz++++=EXTRAWORD
system ^nn++++=system,
, ^zz++++=EXTRAWORD
originally ^rb+tm+++=originally
developed ^vpsv++by+xvbn+=developed
by ^in++++=by
Beckman ^np+++??+=Beckman
and ^cc++++=and
Ayers ^np+++??+=Ayers
Elam ^np+++??+=Elam
( ^zz++++=(1997)
1997 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
Muse ^nn++++=MUSE,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
Tobi ^np+++??+=ToBI
system ^nn++++=system
generally ^rb+down+++=generally
in ^in++++=in
use ^nn++++=use
for ^in++++=for
American ^jj++++=American
English ^jj++++=English.
. ^zz++++=EXTRAWORD
Mae ^np+++??+=MAE-ToBI
- ^zz++++=EXTRAWORD
tobi ^nn+++??+=EXTRAWORD
has ^vbz+hvz+aux++=has
previously ^rb+tm+splt++=previously
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
descriptions ^nns++++=descriptions
of ^in++++=of
Jewish ^jj++++=Jewish
English ^jj++++=English
( ^zz++++=(
Burdin ^np++++=Burdin
2016 ^cd++++=2016
) ^zz++++=),
, ^zz++++=EXTRAWORD
Appalachian ^np+++??+=Appalachian
English ^jj++++=English
( ^zz++++=(
Reed ^np++++=Reed
2016 ^cd++++=2016
) ^zz++++=),
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Aal ^np+++??+=AAL
( ^zz++++=(
Holliday ^np++++=Holliday
2016 ^cd++++=2016
; ^zz++++=;
Mclarty ^np+++??+=McLarty
2018 ^cd++++=2018
) ^zz++++=).
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
to ^to+jcmp+++=to
note ^vbi+vprv+++=note
that ^tht+vcmp+++=that
some ^dti++++=some
researchers ^nns+++??+=researchers
have ^vb+hv+vrb++=have
posited ^nn+++??+=posited
that ^tht+rel+obj++=that
the ^ati++++=the
intonational ^nn+++??+=intonational
phonological ^nn+++??+=phonological
inventory ^nn++++=inventory
of ^in++++=of
Aal ^np+++??+=AAL
may ^md+pos+++=may
differ ^vb++++=differ
from ^in++++=from
that ^dt+dem+++=that
of ^in++++=of
Muse ^nn++++=MUSE.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
result ^nn++++=result,
, ^zz++++=EXTRAWORD
Mae ^np+++??+=MAE-ToBI
- ^zz++++=EXTRAWORD
tobi ^nn+++??+=EXTRAWORD
has ^vbz+hvz+vrb++=has
some ^dti++++=some
limitations ^nns++++=limitations
in ^in++++=in
its ^pp$+it+++=its
utility ^nn++++=utility
for ^in++++=for
non ^&fw++++=non-MUSE
- ^zz++++=EXTRAWORD
muse ^nn++++=EXTRAWORD
varieties ^nns++++=varieties,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
remains ^vbz++++=remains
among ^in++++=among
the ^ati++++=the
best ^jjt+atrb+++=best
tools ^nns++++=tools
currently ^rb++++=currently
available ^jj++++=available
for ^in++++=for
studying ^xvbg+++xvbg+=studying
intonation ^nn++++=intonation
in ^in++++=in
American ^jj++++=American
English ^jj++++=English,
, ^zz++++=EXTRAWORD
even ^rb++++=even
across ^in+pl+++=across
varieties ^nns++++=varieties
( ^zz++++=(
thomas ^np++++=Thomas
2015 ^cd++++=2015
; ^zz++++=;
holliday ^np++++=Holliday
2016 ^cd++++=2016
) ^zz++++=).
. ^zz++++=EXTRAWORD
3 ^zz++++=3
