Our ^pp$+pp1+++=Our
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
between ^in++++=between
scripted ^vbd+++xvbn+=scripted
and ^cc+phrs+++=and
unscripted ^vbd+++xvbn+=unscripted
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Further ^jjb+atrb+++=Further
investigation ^nn+nom+++=investigation
of ^in++++=of
spelling ^nn+nom+++=spelling
would ^md+prd+++=would
therefore ^rb+cnj+++=therefore
benefit ^nn++++=benefit
from ^in++++=from
a ^at++++=a
variety ^nn++++=variety
of ^in++++=of
lexical ^jj+atrb+++=lexical
types ^nns++++=types
and ^cc++++=and
a ^at++++=a
relatively ^rb++++=relatively
balanced ^jj+atrb++xvbn+=balanced
number ^nn++++=number
of ^in++++=of
tokens ^nns++++=tokens
in ^in++++=in
each ^dt++++=each
orthographic ^jj+atrb+++=orthographic
category ^nn++++=category.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
this ^dt+dem+++=this
kind ^rb++++=kind
of ^rb"++++=of
research ^nn++++=research
would ^md+prd+++=would
partly ^rb+down+++=partly
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
supported ^vpsv++by+xvbn+=supported
by ^in++++=by
experimental ^jj++++=experimental,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
observational ^jj+atrb+++=observational
work ^nn++++=work.
. ^zz++++=EXTRAWORD
