Our ^pp$+pp1+++=Our
findings ^nns++++=findings
provide ^vb+vsua+++=provide
support ^nn++++=support
for ^in++++=for
our ^pp$+pp1+++=our
evolutionary ^jj+atrb+++=evolutionary
framework ^nn++++=framework,
, ^zz++++=EXTRAWORD
demonstrating ^vbg+++xvbg+=demonstrating
that ^tht+vcmp+++=that
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
childbirth ^nn++++=childbirth
complications ^nns+nom+++=complications
is ^vbz+bez+aux++=is
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
variability ^nn+nom+++=variability
in ^in++++=in
both ^abx++++=both
maternal ^jj+atrb+++=maternal
and ^cc+phrs+++=and
fetal ^jj+atrb+++=fetal
traits ^nns++++=traits
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
to ^to+vcmp+++=to
reflect ^vbi+vprv+++=reflect
the ^ati++++=the
consequences ^nns+nom+++=consequences
of ^in++++=of
life ^nn++++=life
history ^nn++++=history
trade ^nn++++=trade-offs.
- ^zz++++=EXTRAWORD
offs ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Lower ^jjr+atrb+++=Lower
energy ^nn++++=energy
allocation ^nn+nom+++=allocation
to ^in++++=to
growth ^nn++++=growth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
energy ^nn++++=energy
allocation ^nn+nom+++=allocation
to ^in++++=to
energy ^nn++++=energy
stores ^nns++++=stores,
, ^zz++++=EXTRAWORD
both ^abx++++=both
increase ^nn++++=increase
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
childbirth ^nn++++=childbirth
complications ^nns+nom+++=complications,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
risks ^nns++++=risks
also ^rb++++=also
increase ^nn++++=increase
in ^in++++=in
first ^od++++=first-time
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
mothers ^nns+nom+++=mothers,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
generally ^rb+down+++=generally
of ^in++++=of
young ^jj+atrb+++=young
age ^nn++++=age
and ^cc++++=and
who ^whp+rel+subj++=who
may ^md+pos+++=may
not ^xnot++not++=not
have ^vb+hv+aux++=have
completed ^vprf+++xvbnx+=completed
pelvic ^jj+atrb+++=pelvic
growth ^nn++++=growth.
. ^zz++++=EXTRAWORD
Producing ^vbg+++xvbg+=Producing
male ^jj+atrb+++=male
offspring ^nn++++=offspring
is ^vbz+bez+vrb++=is
also ^rb++++=also
more ^rbr++++=more
risky ^jj++++=risky,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
in ^in++++=in
part ^nn++++=part
reflect ^vb+vprv+++=reflect
the ^ati++++=the
larger ^jjr+atrb+++=larger
physical ^jj+atrb+++=physical
dimensions ^nns++++=dimensions
of ^in++++=of
male ^jj+atrb+++=male
neonates ^nns+nom+++=neonates.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
associations ^nns+nom+++=associations
were ^vbd+bed+vrb++=were
all ^abn++++=all
independent ^jj++++=independent
of ^in++++=of
markers ^nns+nom+++=markers
of ^in++++=of
wealth ^nn++++=wealth
and ^cc++++=and
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
be ^vbi++vrb++=be
important ^jj+atrb+++=important
determinants ^nns+nom+++=determinants
of ^in++++=of
access ^nn++++=access
to ^in++++=to
medical ^jj+atrb+++=medical
care ^nn++++=care
in ^in++++=in
this ^dt+dem+++=this
population ^nn+nom+++=population.
. ^zz++++=EXTRAWORD
