Finally ^rb+cnj+++=Finally,
sciences ^nns++++=sciences,
, ^zz++++=EXTRAWORD
to ^to++++=to
mark ^vbi++++=mark
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
rupture ^nn++++=rupture
runs ^vbz++++=runs
the ^ati++++=the
danger ^nn++++=danger
of ^in++++=of
not ^xnot++not++=not
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
continuities ^nns+++??+=continuities
with ^in++++=with
prewar ^nn+++??+=prewar
times ^nns++++=times
( ^zz++++=(
Porter ^np++++=Porter
& ^zz++++=&
Ross ^np++++=Ross
2003b ^cd++++=2003b
) ^zz++++=).
. ^zz++++=EXTRAWORD
Spatially ^np+++??+=Spatially,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+aux++=are
grave ^jj+pred+++=grave
challenges ^vbz++++=challenges
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Hss ^np+++??+=HSS
is ^vbz+bez+vrb++=is
more ^rbr++++=more
often ^rb++++=often
than ^in++++=than
not ^xnot++not++=not
centered ^vbd+++xvbn+=centered
on ^in++++=on
the ^ati++++=the
northern ^jj+atrb+++=northern
hemisphere ^nn++++=hemisphere.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Cambridge ^np++++=Cambridge
History ^nn++++=History
of ^in++++=of
Science ^nn++++=Science
volume ^nn++++=volume
dedicated ^vbd+++xvbn+=dedicated
to ^in++++=to
the ^ati++++=the
social ^jj+atrb+++=social
sciences ^nns++++=sciences
( ^zz++++=(
Porter ^np++++=Porter
& ^zz++++=&
Ross ^np++++=Ross
2003b ^cd++++=2003b
) ^zz++++=)
showcases ^nns+++??+=showcases
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
by ^in++++=by
providing ^xvbg+++xvbg+=providing
space ^nn++++=space
for ^in++++=for
particular ^jj+atrb+++=particular
trajectories ^nns+++??+=trajectories
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
e.g ^rb++++=e.g.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
India ^np++++=India,
, ^zz++++=EXTRAWORD
Japan ^np++++=Japan,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
China ^np++++=China,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
national ^jj+atrb+++=national
histories ^nns++++=histories
to ^to++++=to
be ^vbi+vbi+aux++=be
told ^vpsv++tht0+xvbnx+=told
that ^tht+vcmp+++=that
diverge ^vb++++=diverge
from ^in++++=from
this ^dt+dem+++=this
limitation ^nn++++=limitation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
whereas ^cs+sub+++=whereas
different ^jj++++=different
so ^ql++++=so-called
- ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=EXTRAWORD
national ^jj+atrb+++=national
histories ^nns++++=histories
disassemble ^nn+++??+=disassemble
a ^at++++=a
unipolar ^nn+++??+=unipolar
narrative ^nn++++=narrative
of ^in++++=of
progress ^nn++++=progress,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
histories ^nns++++=histories
are ^vb+ber+vrb++=are
also ^rb++++=also
deeply ^rb++++=deeply
transnational ^jj+++??+=transnational
and ^cc+phrs+++=and
influenced ^jj+++xvbn+=influenced
by ^in++++=by
geopolitical ^nn+++??+=geopolitical
forces ^nns++++=forces
( ^zz++++=(
Solovey ^np++++=Solovey
& ^zz++++=&
Daye ^np+++??+=Daye
2021 ^cd++++=2021
) ^zz++++=).
. ^zz++++=EXTRAWORD
A ^at++++=A
case ^nn++++=case
in ^in++++=in
point ^nn++++=point
is ^vbz+bez+vrb++=is
Kingsberg ^np++++=Kingsberg's
's ^$++++=EXTRAWORD
( ^zz++++=(2019)
2019 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
monograph ^nn++++=monograph
on ^in++++=on
several ^ap++++=several
generations ^nns++++=generations
of ^in++++=of
human ^jj+atrb+++=human
scientists ^nns++++=scientists
in ^in++++=in
Japan ^np++++=Japan
whose ^whp+rel+obj++=whose
work ^nn++++=work
is ^vbz+bez+aux++=is
shot ^vpsv++agls+xvbnx+=shot
through ^in++++=through
with ^in++++=with
the ^ati++++=the
changing ^jj+atrb++xvbg+=changing
geopolitical ^nn+++??+=geopolitical
context ^nn++++=context
of ^in++++=of
Japan ^np++++=Japan
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
At ^in++++=At
its ^pp$+it+++=its
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
the ^ati++++=the
question ^nn++++=question
of ^in++++=of
what ^wdt+who+++=what
boundaries ^nns++++=boundaries
of ^in++++=of
periods ^nns++++=periods,
, ^zz++++=EXTRAWORD
geographies ^nns+++??+=geographies,
, ^zz++++=EXTRAWORD
institutions ^nns++++=institutions,
, ^zz++++=EXTRAWORD
individuals ^nns++++=individuals,
, ^zz++++=EXTRAWORD
disciplines ^nns++++=disciplines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
topics ^nns++++=topics
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
drawn ^vpsv++agls+xvbnx+=drawn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
investigated ^vpsv++agls+xvbnx+=investigated,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
part ^nn++++=part
of ^in++++=of
a ^at++++=a
productive ^jj+atrb+++=productive
conversation ^nn++++=conversation
within ^in++++=within
hss ^np++++=HSS.
. ^zz++++=EXTRAWORD
