Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
domain ^nn++++=domain
of ^in++++=of
Hss ^np+++??+=HSS
engenders ^vbz++++=engenders
its ^pp$+it+++=its
own ^ap++++=own
metahistorical ^nn+++??+=metahistorical
conundrums ^nns++++=conundrums
of ^in++++=of
time ^nn++++=time,
, ^zz++++=EXTRAWORD
space ^nn++++=space,
, ^zz++++=EXTRAWORD
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
relational ^nn+++??+=relational
embeddedness ^nns+++??+=embeddedness,
, ^zz++++=EXTRAWORD
among ^in++++=among
other ^ap++++=other
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Periodizations ^np+++??+=Periodizations,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn++++=instance,
, ^zz++++=EXTRAWORD
reveal ^vb+vprv+++=reveal
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
they ^pp3a+pp3+++=they
hide ^vb++++=hide,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
evidenced ^nn+++??+=evidenced
by ^in++++=by
the ^ati++++=the
productive ^jj+atrb+++=productive
discussions ^nns++++=discussions
around ^in++++=around
the ^ati++++=the
salience ^nn++++=salience
and ^cc++++=and
pitfalls ^nns++++=pitfalls
of ^in++++=of
the ^ati++++=the
category ^nn++++=category
Cold ^jj+atrb+++=Cold
War ^nn++++=War
social ^jj+atrb+++=social
science ^nn++++=science
( ^zz++++=(
Isaac ^np++++=Isaac
2007 ^cd++++=2007
, ^zz++++=,
Solovey ^np+++??+=Solovey
& ^zz++++=&
Cravens ^np+++??+=Cravens
2012 ^cd++++=2012
, ^zz++++=,
Stephanson ^np+++??+=Stephanson
2012 ^cd++++=2012
) ^zz++++=).
. ^zz++++=EXTRAWORD
As ^ql++++=As
Isaac ^np++++=Isaac
( ^zz++++=(2007
2007 ^cd++++=EXTRAWORD
, ^zz++++=,
Isaac ^np++++=Isaac
& ^zz++++=&
Bell ^nn++++=Bell
2012 ^cd++++=2012
) ^zz++++=)
and ^cc++++=and
others ^aps++++=others
( ^zz++++=(
Engerman ^np++++=Engerman
2010 ^cd++++=2010
) ^zz++++=)
have ^vb+hv+aux++=have
argued ^vprf+++xvbnx+=argued,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Cold ^jj+atrb+++=Cold
War ^nn++++=War
history ^nn++++=history
may ^md+pos+++=may
simply ^rb++splt++=simply
refer ^vb++++=refer
to ^in++++=to
a ^at++++=a
period ^nn++++=period,
, ^zz++++=EXTRAWORD
the ^ati++++=the
notion ^nn++++=notion
of ^in++++=of
the ^ati++++=the
Cold ^jj+atrb+++=Cold
War ^nn++++=War
is ^vbz+bez+aux++=is
too ^ql++++=too
often ^rb++++=often
taken ^vbd+++xvbn+=taken
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
unified ^jj+++xvbn+=unified
and ^cc++++=and
self ^nn++++=self-explanatory
- ^zz++++=EXTRAWORD
explanatory ^jj+atrb+++=EXTRAWORD
context ^nn++++=context.
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
World ^nn++++=World
War ^nn++++=War
Ii ^np+++??+=II
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
profound ^jj+atrb+++=profound
effects ^nns++++=effects
on ^in++++=on
the ^ati++++=the
social ^jj+atrb+++=social
