The ^ati++++=The
Bmi ^np+++??+=BMI
values ^nns++++=values
of ^in++++=of
participants ^nns++++=participants
were ^vbd+bed+aux++=were
compared ^vpsv++agls+xvbnx+=compared
to ^in++++=to
the ^ati++++=the
normative ^nn+++??+=normative
values ^nns++++=values
of ^in++++=of
provided ^nn++++=provided
by ^in++++=by
the ^ati++++=the
World ^nn++++=World
Health ^nn++++=Health
Organization ^nn++++=Organization
( ^zz++++=(WHO,
who ^whp+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007
) ^zz++++=).
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
P50 ^np+++??+=P50
values ^nns++++=values
ranged ^vbd+++xvbn+=ranged
between ^in++++=between
normative ^nn+++??+=normative
P50 ^np+++??+=P50
and ^cc++++=and
P75 ^np+++??+=P75
matching ^vwbg+++xvbg+=matching
for ^in++++=for
the ^ati++++=the
same ^ap++++=same
gender ^nn++++=gender
and ^cc++++=and
age ^nn++++=age:
: ^zz++++=EXTRAWORD
Bmi ^np+++??+=BMI
of ^in++++=of
our ^pp$+pp1+++=our
participants ^nns++++=participants
was ^vbd+bedz+vrb++=was
therefore ^rb+cnj+++=therefore
higher ^jjr+pred+++=higher
than ^in++++=than
this ^dt+dem+++=this
reference ^nn++++=reference.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
further ^jjb++++=further
classified ^jj+++xvbn+=classified
the ^ati++++=the
children ^nns++++=children
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
obesity ^nn++++=obesity
cut ^vbd+++xvbn+=cut-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
norms ^nns++++=norms
of ^in++++=of
P97 ^np+++??+=P97
from ^in++++=from
the ^ati++++=the
Who ^whp+who+++=WHO
reference ^nn++++=reference
( ^zz++++=(Valerio
valerio ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
) ^zz++++=).
. ^zz++++=EXTRAWORD
As ^ql++++=As
a ^at++++=a
result ^nn++++=result,
, ^zz++++=EXTRAWORD
24.76 ^cd++++=24.76%
% ^zz++++=EXTRAWORD
of ^in++++=of
children ^nns++++=children
in ^in++++=in
our ^pp$+pp1+++=our
sample ^nn++++=sample
had ^vb+hv+vrb++=had
obesity ^nn++++=obesity.
. ^zz++++=EXTRAWORD
