Our ^pp$+pp1+++=Our
on ^in++++=on
the ^ati++++=the
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
monitoring ^jj+atrb++xvbg+=monitoring
datasets ^nns+++??+=datasets
of ^in++++=of
schoolchildren ^nn+++??+=schoolchildren
and ^cc++++=and
conscripts ^nns+++??+=conscripts
have ^vb+hv+aux++=have
shown ^vprf+++xvbnx+=shown
a ^at++++=a
stable ^jj+atrb+++=stable
trend ^nn++++=trend
since ^in++++=since
2010 ^cd++++=2010
and ^cc++++=and,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
further ^jjb+atrb+++=further
significant ^jj+atrb+++=significant
increase ^nn++++=increase
in ^in++++=in
overweight ^nn++++=overweight
and ^cc++++=and
obesity ^nn++++=obesity
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
Swiss ^jj+atrb+++=Swiss
Health ^nn++++=Health
Surveys ^nns++++=Surveys
in ^in++++=in
2012 ^cd++++=2012
and ^cc++++=and
2017 ^cd++++=2017.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
remaining ^vbg+++xvbg+=remaining
differences ^nns++++=differences
between ^in++++=between
the ^ati++++=the
data ^nns++++=data
sets ^vbz++++=sets
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
excluded ^vpsv++agls+xvbnx+=excluded.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
limitation ^nn++++=limitation,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
already ^rb++splt++=already
described ^vprf+++xvbnx+=described
in ^in++++=in
the ^ati++++=the
data ^nns++++=data
description ^nn++++=description,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
could ^md+pos+++=could
only ^rb+down+++=only
use ^nn++++=use
the ^ati++++=the
level ^nn++++=level
of ^in++++=of
education ^nn++++=education
as ^in++++=as
an ^at++++=an
indicator ^nn++++=indicator
of ^in++++=of
socioeconomic ^nn+++??+=socioeconomic
background ^nn++++=background
in ^in++++=in
the ^ati++++=the
surveys ^nns++++=surveys,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
available ^jj+pred+++=available
in ^in++++=in
comparable ^jj+atrb+++=comparable
form ^nn++++=form
in ^in++++=in
all ^abn++++=all
included ^jj+atrb++xvbn+=included
data ^nns++++=data
sets ^nns++++=sets.
. ^zz++++=EXTRAWORD
Especially ^rb++++=Especially
for ^in++++=for
participants ^nns++++=participants
at ^in++++=at
a ^at++++=a
younger ^jjr+atrb+++=younger
age ^nn++++=age,
, ^zz++++=EXTRAWORD
the ^ati++++=the
education ^nn++++=education
level ^nn++++=level
may ^md+pos+++=may
still ^rb++++=still
be ^vb+be+vrb++=be
incomplete ^jj+pred+++=incomplete.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
aspects ^nns++++=aspects
of ^in++++=of
socioeconomic ^nn+++??+=socioeconomic
background ^nn++++=background
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
personal ^jj+atrb+++=personal
income ^nn++++=income)
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
only ^rb+down+splt++=only
present ^vb++++=present
in ^in++++=in
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
data ^nns++++=data
sets ^nns++++=sets.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
the ^ati++++=the
correlation ^nn++++=correlation
between ^in++++=between
income ^nn++++=income
and ^cc++++=and
education ^nn++++=education
was ^vbd+bedz+vrb++=was
strong ^jj+pred+++=strong
in ^in++++=in
these ^dt+dem+++=these
data ^nns++++=data
sets ^nns++++=sets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
education ^nn++++=education
has ^vbz+hvz+aux++=has
proven ^vprf+++xvbnx+=proven
to ^to+vcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
most ^ql+emph+++=most
reliable ^nn++++=reliable
socioeconomic ^nn+++??+=socioeconomic
variable ^jj++++=variable
in ^in++++=in
the ^ati++++=the
Swiss ^jj+atrb+++=Swiss
public ^jj+atrb+++=public
health ^nn++++=health
research ^nn++++=research
context ^nn++++=context
( ^zz++++=(Faeh
faeh ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010
) ^zz++++=),
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
results ^nns++++=results
at ^in++++=at
least ^ql++++=least
reflect ^vb+vprv+++=reflect
the ^ati++++=the
right ^jj+atrb+++=right
tendency ^nn++++=tendency.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
important ^jj+atrb+++=important
limitation ^nn++++=limitation
is ^vbz+bez+vrb++=is
certainly ^rb++++=certainly
that ^cs+sub+++=that
the ^ati++++=the
anthropometric ^nn+++??+=anthropometric
measures ^nns++++=measures
in ^in++++=in
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
included ^jj+atrb++xvbn+=included
population ^nn++++=population-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
survey ^vb++++=survey
datasets ^nns+++??+=datasets
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
measured ^jj+++xvbn+=measured,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
via ^in++++=via
questionnaires ^nns++++=questionnaires
and ^cc++++=and
in ^in++++=in
interviews ^nns++++=interviews.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
can ^md+pos+++=can
lead ^vb++++=lead
to ^in++++=to
a ^at++++=a
self ^nn++++=self-reporting
- ^zz++++=EXTRAWORD
reporting ^vbg+++xvbg+=EXTRAWORD
bias ^nn++++=bias
( ^zz++++=(Bopp
bopp ^nn+++??+=EXTRAWORD
& ^zz++++=&
Faeh ^np+++??+=Faeh,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008
; ^zz++++=;
Vinci ^np++++=Vinci
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
all ^abn++++=all
other ^ap++++=other
data ^nns++++=data
sets ^vbz++++=sets
based ^vbd+++xvbn+=based
on ^in++++=on
measured ^xvbn+++xvbn+=measured
data ^nns++++=data
point ^nn++++=point
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
direction ^nn++++=direction,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
gives ^vbz++++=gives
our ^pp$+pp1+++=our
results ^nns++++=results
overall ^jjb+atrb+++=overall
credibility ^nn++++=credibility.
. ^zz++++=EXTRAWORD
