Our ^pp$+pp1+++=Our
approach ^nn++++=approach
to ^in++++=to
biolegality ^nn+++??+=biolegality
lies ^nns++++=lies
therefore ^rb+cnj+++=therefore
in ^in++++=in
its ^pp$+it+++=its
explicit ^jj+atrb+++=explicit
and ^cc+phrs+++=and
empirical ^jj+atrb+++=empirical
engagement ^nn++++=engagement
with ^in++++=with
how ^wrb+who+++=how
the ^ati++++=the
life ^nn++++=life
sciences ^nns++++=sciences
and ^cc++++=and
its ^pp$+it+++=its
attendant ^nn++++=attendant
technologies ^nns+++??+=technologies,
, ^zz++++=EXTRAWORD
economies ^nns++++=economies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
infrastructures ^nns+++??+=infrastructures
are ^vb+ber+aux++=are
fundamentally ^rb++splt++=fundamentally
disrupting ^vbg+++xvbgx+=disrupting
socio ^nn+++??+=socio-legal
- ^zz++++=EXTRAWORD
legal ^jj+atrb+++=EXTRAWORD
orders ^nns++++=orders
with ^in++++=with
significant ^jj+atrb+++=significant
knowledge ^nn++++=knowledge
effects ^nns++++=effects
for ^in++++=for
sociality ^nn+++??+=sociality.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
undertake ^vb++++=undertake
this ^dt+dem+++=this
task ^nn++++=task
of ^in++++=of
illuminating ^xvbg+++xvbg+=illuminating
biolegality ^nn+++??+=biolegality's
's ^$++++=EXTRAWORD
operation ^nn++++=operation
in ^in++++=in
four ^cd++++=four
core ^nn++++=core
anthropological ^jj+atrb+++=anthropological
fields ^nns++++=fields
that ^tht+rel+subj++=that
correspond ^vb++++=correspond
to ^in++++=to
legal ^jj+atrb+++=legal
forms ^nns++++=forms
in ^in++++=in
modern ^jj+atrb+++=modern
law ^nn++++=law:
: ^zz++++=EXTRAWORD
exchange ^nn++++=exchange
( ^zz++++=(property),
property ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
self ^nn++++=self
( ^zz++++=(personhood),
personhood ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
kinship ^nn++++=kinship
( ^zz++++=(parenthood),
parenthood ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
community ^nn++++=community
( ^zz++++=(identity).
identity ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
As ^ql++++=As
anthropological ^jj+atrb+++=anthropological
and ^cc+phrs+++=and
legal ^jj+atrb+++=legal
concepts ^nns++++=concepts,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
not ^xnot++not++=not
always ^rb++++=always
well ^rb++++=well-bounded,
- ^zz++++=EXTRAWORD
bounded ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
are ^vb+ber+aux++=are
instead ^rb+cnj+splt++=instead
entangled ^vpsv++agls+xvbnx+=entangled.
. ^zz++++=EXTRAWORD
Heuristically ^np+++??+=Heuristically,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
four ^cd++++=four
domains ^nns++++=domains
allow ^vb++++=allow
for ^in+ppvb+++=for
a ^at++++=a
critical ^jj+atrb+++=critical
reappraisal ^nn++++=reappraisal
of ^in++++=of
the ^ati++++=the
empirical ^jj+atrb+++=empirical
and ^cc+phrs+++=and
theoretical ^jj+atrb+++=theoretical
implications ^nns++++=implications
of ^in++++=of
biolegal ^nn++++=biolegal
transformations ^nns++++=transformations
in ^in++++=in
society ^nn++++=society
today ^nr+tm+++=today.
. ^zz++++=EXTRAWORD
