In ^in++++=In
this ^dt+dem+++=this
setting ^nvbg+++xvbg+=setting,
, ^zz++++=EXTRAWORD
women ^nns++++=women
may ^md+pos+++=may
receive ^vb++++=receive
assistance ^nn+nom+++=assistance
during ^in++++=during
delivery ^nn+nom+++=delivery
from ^in++++=from
a ^at++++=a
wide ^jj+atrb+++=wide
variety ^nn++++=variety
of ^in++++=of
sources ^nns++++=sources.
. ^zz++++=EXTRAWORD
Nepal ^np++++=Nepal
introduced ^vwbn+++xvbn+=introduced
a ^at++++=a
Skilled ^jj+atrb+++=Skilled
Birth ^nn++++=Birth
Attendant ^jj++++=Attendant
( ^zz++++=(SBA)
sba ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
policy ^nn++++=policy
in ^in++++=in
2006 ^cd++++=2006
to ^in++++=to
specifically ^rb++++=specifically
address ^nns+nom+++=address
high ^jj+atrb+++=high
maternal ^jj+atrb+++=maternal
and ^cc+phrs+++=and
neonatal ^jj+atrb+++=neonatal
mortality ^nn+nom+++=mortality,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
minority ^nn+nom+++=minority
of ^in++++=of
birthing ^xvbg+++xvbg+=birthing
women ^nns++++=women
were ^vbd+bed+aux++=were
attended ^vpsv++by+xvbnx+=attended
by ^in++++=by
health ^nn++++=health
workers ^nns+nom+++=workers
( ^zz++++=(Paudel
paudel ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi+vbi+aux++=be
considered ^vpsv++agls+xvbnx+=considered
a ^at++++=a
Sba ^np+++??+=SBA
in ^in++++=in
Nepal ^np++++=Nepal
the ^ati++++=the
health ^nn++++=health
worker ^nn++++=worker
must ^md+nec+++=must
have ^vb+hv+aux++=have
attended ^vprf+++xvbnx+=attended
specific ^jj+atrb+++=specific
government ^nn+nom+++=government-endorsed
- ^zz++++=EXTRAWORD
endorsed ^vbd+++xvbn+=EXTRAWORD
Sba ^np+++??+=SBA
training ^nn++++=training
and ^cc++++=and
usually ^rb+down+++=usually
auxiliary ^jj+atrb+++=auxiliary
nurse ^nn++++=nurse
midwives ^nns++++=midwives
( ^zz++++=(ANMs)
anms ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
staff ^nn++++=staff
nurses ^nns++++=nurses
receive ^vb++++=receive
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Compared ^j+++xvbn+=Compared
with ^in++++=with
trained ^xvbn+++xvbn+=trained
Sbas ^np+++??+=SBAs,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
informally ^rb++++=informally
trained ^jj+++xvbn+=trained
Maternal ^jj++++=Maternal
and ^cc++++=and
Child ^nn++++=Child
Health ^nn++++=Health
Workers ^nns+nom+++=Workers
and ^cc++++=and
Anms ^np+++??+=ANMs
were ^vbd+bed+vrb++=were
less ^rbr++++=less
effective ^jj+pred+++=effective
in ^in++++=in
preventing ^xvbg+++xvbg+=preventing
maternal ^jj+atrb+++=maternal
and ^cc+phrs+++=and
neonatal ^jj+atrb+++=neonatal
deaths ^nns++++=deaths
( ^zz++++=(Paudel
paudel ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
delivery ^nn+nom+++=delivery
questionnaire ^nn++++=questionnaire
therefore ^rb+cnj+++=therefore
recorded ^vbd+vpub++xvbn+=recorded
the ^ati++++=the
most ^ql+emph+++=most
skilled ^jj++++=skilled
( ^zz++++=(or
or ^cc++++=EXTRAWORD
senior ^jj++++=senior)
) ^zz++++=EXTRAWORD
health ^nn++++=health
worker ^nn++++=worker
or ^cc++++=or
family ^nn++++=family
member ^nn++++=member
that ^tht+rel+subj++=that
assisted ^vbd+++xvbn+=assisted
during ^in++++=during
the ^ati++++=the
delivery ^nn+nom+++=delivery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
also ^rb++++=also
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
mothers ^nns+nom+++=mothers
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
considered ^vbd+vprv++xvbnx+=considered
that ^tht+vcmp+++=that
a ^at++++=a
skilled ^jj+atrb+++=skilled
health ^nn++++=health
worker ^nn++++=worker
was ^vbd+bedz+aux++=was
present ^vb++++=present
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
