Our ^pp$+pp1+++=Our
Maithili ^np+++??+=Maithili-speaking
- ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=EXTRAWORD
study ^nn++++=study
population ^nn++++=population
resides ^nns+++??+=resides
in ^in++++=in
Dhanusha ^np+++??+=Dhanusha
and ^cc++++=and
Mahottari ^np+++??+=Mahottari
districts ^nns++++=districts
in ^in++++=in
Province ^nn++++=Province
2 ^zz++++=2
of ^in++++=of
southern ^jj++++=southern
( ^zz++++=(plains)
plains ^npls++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Nepal ^np++++=Nepal,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
border ^nn++++=border
with ^in++++=with
Bihar ^np+++??+=Bihar
state ^nn++++=state
of ^in++++=of
India ^np++++=India.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
in ^in++++=in
this ^dt+dem+++=this
context ^nn++++=context
often ^rb++++=often
suffer ^vb++++=suffer
limited ^jj+++xvbn+=limited
( ^zz++++=(Morrison
morrison ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
) ^zz++++=)
and ^cc++++=and
inequitable ^jj++++=inequitable
( ^zz++++=(Harris-Fry,
harris ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fry ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Paudel ^np+++??+=Paudel,
, ^zz++++=EXTRAWORD
Shrestha ^np+++??+=Shrestha,
, ^zz++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
) ^zz++++=)
access ^nn++++=access
to ^in++++=to
food ^nn++++=food
during ^in++++=during
pregnancy ^nn++++=pregnancy
and ^cc++++=and
the ^ati++++=the
postpartum ^nn+++??+=postpartum
period ^nn++++=period
and ^cc++++=and
40 ^cd++++=40%
% ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
thin ^jj+pred+++=thin
during ^in++++=during
late ^jj+atrb+++=late
pregnancy ^nn++++=pregnancy,
, ^zz++++=EXTRAWORD
defined ^vpbn+vprv++xvbn+=defined
as ^ql++++=as
Muac ^np+++??+=MUAC
< ^zz++++=<23.5
23.5 ^cd++++=EXTRAWORD
cm ^nnu++++=cm
( ^zz++++=(Harris-Fry,
harris ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fry ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Paudel ^np+++??+=Paudel,
, ^zz++++=EXTRAWORD
shrestha ^np++++=Shrestha,
, ^zz++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
) ^zz++++=).
. ^zz++++=EXTRAWORD
