The ^ati++++=The
online ^nn+++??+=online
qualitative ^jj+atrb+++=qualitative
program ^nn+++??+=program,
, ^zz++++=EXTRAWORD
Dedoose ^np+++??+=Dedoose,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
used ^vpsv++++=used
to ^to++++=to
organize ^vb++++=organize
and ^cc++++=and
code ^nn++++=code
the ^ati++++=the
data ^nns++++=data.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
open ^jj+atrb+++=open
coding ^nvbg+++xvbg+=coding
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
a ^at++++=a
random ^rb++++=random
subset ^nn+++??+=subset
of ^in++++=of
50 ^cd++++=50
interviews ^nns++++=interviews,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
initial ^jj+atrb+++=initial
process ^nns+nom+++=process
of ^in++++=of
iteratively ^nn++++=iteratively
defining ^vwbg+++xvbg+=defining
codes ^nns++++=codes
and ^cc++++=and
organizing ^jj+atrb++xvbg+=organizing
data ^nns++++=data
into ^in++++=into
preliminary ^jj+atrb+++=preliminary
themes ^nns++++=themes
( ^zz++++=(Strauss
strauss ^np++++=EXTRAWORD
& ^zz++++=&
Corbin ^np+++??+=Corbin,
, ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990
; ^zz++++=;
1998 ^cd+date+++=1998
) ^zz++++=).
. ^zz++++=EXTRAWORD
As ^ql++++=As
is ^vbz+bez+vrb++=is
common ^jj+pred+++=common
in ^in++++=in
qualitative ^jj+atrb+++=qualitative
and ^cc+phrs+++=and
grounded ^jj+atrb++xvbn+=grounded
theory ^nn++++=theory
research ^nn++++=research,
, ^zz++++=EXTRAWORD
a ^at++++=a
combination ^nn+nom+++=combination
of ^in++++=of
data ^nns++++=data-driven
- ^zz++++=EXTRAWORD
driven ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
theory ^nn++++=theory-driven
- ^zz++++=EXTRAWORD
driven ^xvbn+++xvbn+=EXTRAWORD
codes ^nns++++=codes
was ^vbd+bedz+aux++=was
established ^vpsv++agls+xvbnx+=established
( ^zz++++=(Goulding,
goulding ^jj+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
) ^zz++++=).
. ^zz++++=EXTRAWORD
Next ^ap++++=Next,
, ^zz++++=EXTRAWORD
axial ^jj+atrb+++=axial
coding ^nvbg+++xvbg+=coding
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
following ^jj+++xvbg+=following
the ^ati++++=the
coding ^jj+++xvbg+=coding
of ^in++++=of
the ^ati++++=the
full ^jj+atrb+++=full
dataset ^nn+++??+=dataset,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
themes ^nns++++=themes
established ^vbd+++xvbn+=established
during ^in++++=during
open ^nn++++=open
coding ^vwbg+++xvbg+=coding
were ^vbd+bed+aux++=were
grouped ^vpsv++agls+xvbnx+=grouped
and ^cc+phrs+++=and
organized ^vpsv++agls+xvbn+=organized
into ^in++++=into
categories ^nns++++=categories;
; ^zz++++=EXTRAWORD
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
selective ^jj+atrb+++=selective
coding ^nvbg+++xvbg+=coding
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
primary ^jj+atrb+++=primary
theoretical ^jj+atrb+++=theoretical
schemes ^nns++++=schemes
were ^vbd+bed+aux++=were
developed ^vpsv++by+xvbnx+=developed
by ^in++++=by
comparing ^xvbg+++xvbg+=comparing
groupings ^nns++++=groupings
of ^in++++=of
data ^nns++++=data
to ^to++++=to
explain ^vbi+vpub+++=explain
ways ^nns++++=ways
in ^in++++=in
which ^whp+rel+pied++=which
categories ^nns++++=categories
from ^in++++=from
axial ^jj++++=axial
coding ^xvbg+++xvbg+=coding
relate ^vb++++=relate
to ^in++++=to
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
identify ^vb++++=identify
the ^ati++++=the
process ^nns+nom+++=process
that ^tht+rel+++=that
best ^jjt++++=best
explains ^vbz+vpub+++=explains
the ^ati++++=the
emerging ^jj+atrb++xvbg+=emerging
theoretical ^jj+atrb+++=theoretical
model ^nn++++=model
from ^in++++=from
the ^ati++++=the
data ^nns++++=data
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
study ^nn++++=study's
's ^$++++=EXTRAWORD
research ^nn++++=research
questions ^nns+nom+++=questions
( ^zz++++=(Strauss
strauss ^np++++=EXTRAWORD
& ^zz++++=&
Corbin ^np+++??+=Corbin,
, ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990
; ^zz++++=;
1998 ^cd+date+++=1998
) ^zz++++=).
. ^zz++++=EXTRAWORD
A ^at++++=A
similar ^jj+atrb+++=similar
analysis ^nn++++=analysis
plan ^nn++++=plan
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
previously ^rb+tm+++=previously
by ^in++++=by
Berryessa ^np+++??+=Berryessa
( ^zz++++=(
2019 ^cd++++=2019
) ^zz++++=)
when ^wrb+who+++=when
developing ^jj+atrb+++=developing
models ^nns++++=models
of ^in++++=of
judicial ^jj++++=judicial
stereotyping ^jj++++=stereotyping
using ^vbg+++xvbg+=using
grounded ^jj+atrb+++=grounded
theory ^nn++++=theory.
. ^zz++++=EXTRAWORD
