Our ^pp$+pp1+++=Our
coding ^nvbg+++xvbg+=coding
process ^nn++++=process
is ^vbz+bez+aux++=is
informed ^vpsv++agls+xvbnx+=informed
loosely ^rb++++=loosely
by ^in++++=by
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
Salda ^np+++??+=Salda
a ^at++++=a
( ^zz++++=(2016)
2016 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=.
We ^pp1a+pp1+++=We
first ^od++++=first
drafted ^vbd+++xvbn+=drafted
and ^cc+phrs+++=and
revised ^vbd+++xvbn+=revised
seven ^cd++++=seven
questions ^nns++++=questions
for ^in++++=for
understanding ^xvbg+++xvbg+=understanding
our ^pp$+pp1+++=our
experience ^nn++++=experience
in ^in++++=in
Pepin ^np+++??+=PEPiN,
, ^zz++++=EXTRAWORD
shown ^j+++xvbn+=shown
in ^in++++=in
Figure ^nn++++=Figure
1 ^zz++++=1
. ^zz++++=.
These ^dt+dem+++=These
questions ^nns++++=questions
focused ^vbd+++xvbn+=focused
on ^in++++=on
our ^pp$+pp1+++=our
experiences ^nns++++=experiences
as ^ql++++=as
members ^nns++++=members
of ^in++++=of
a ^at++++=a
research ^nn++++=research
organization ^nn++++=organization
and ^cc++++=and
were ^vbd+bed+aux++=were
preceded ^vpsv++by+xvbnx+=preceded
by ^in++++=by
numerous ^jj+atrb+++=numerous
informal ^jj+atrb+++=informal
discussions ^nns++++=discussions
since ^in++++=since
2017 ^cd++++=2017
about ^in++++=about
our ^pp$+pp1+++=our
experiences ^nns++++=experiences.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
questions ^nns++++=questions
individually ^rb+cnj+++=individually,
, ^zz++++=EXTRAWORD
providing ^cs+sub+++=providing
one ^cd1++++=one
or ^cc++++=or
more ^ql++++=more
written ^xvbn+++xvbn+=written
paragraphs ^nns++++=paragraphs
per ^in++++=per
question ^nn++++=question.
. ^zz++++=EXTRAWORD
