Our ^pp$+pp1+++=Our
sample ^nn++++=sample
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
259 ^cd++++=259
German ^jj+atrb+++=German
university ^npl++++=university
students ^nns++++=students
( ^zz++++=(188
188 ^cd++++=EXTRAWORD
females ^nns++++=females,
, ^zz++++=EXTRAWORD
age ^nn++++=age
M ^zz++++=M
= ^zz++++==
21.66 ^cd++++=21.66
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Sd ^np+++??+=SD
= ^zz++++==
2.58 ^cd++++=2.58).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
May ^md+pos+++=May
2017 ^cd++++=2017,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
randomly ^rb++splt++=randomly
assigned ^vpsv++agls+xvbnx+=assigned
to ^to++++=to
one ^pn++++=one
of ^in++++=of
five ^cd++++=five
laboratory ^nn++++=laboratory
conditions ^nns++++=conditions
in ^in++++=in
a ^at++++=a
2 ^zz++++=2
2 ^zz++++=2
plus ^in++++=plus
control ^nn++++=control
group ^nn++++=group
design ^nn++++=design.
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
in ^in++++=in
the ^ati++++=the
four ^cd++++=four
experimental ^jj+atrb+++=experimental
conditions ^nns++++=conditions
read ^vbd+vprv++xvbn+=read
slightly ^rb+down+++=slightly
different ^jj+atrb+++=different
artificial ^jj+atrb+++=artificial
success ^nn++++=success
stories ^nns++++=stories
about ^in++++=about
a ^at++++=a
sustainability ^nn+++??+=sustainability
challenge ^vb++++=challenge
that ^dt+pdem+++=that
took ^vbd+++xvbn+=took
place ^nn++++=place
in ^in++++=in
another ^dt++++=another
German ^jj+atrb+++=German
university ^npl++++=university
city ^nn++++=city
( ^zz++++=(for
for ^in++++=EXTRAWORD
full ^jj+atrb+++=full
text ^nn++++=text,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
supplement ^nn++++=supplement
a1 ^np++++=A1
in ^in++++=in
hamann ^np++++=Hamann
& ^zz++++=&
reese ^np++++=Reese,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
