The ^ati++++=The
generally ^rb+down+++=generally
held ^vbd+vprv+tht0+xvbn+=held
opinion ^nn++++=opinion
has ^vbz+hvz+aux++=has
long ^rb++splt++=long
been ^vprf+ben+vrb+xvbnx+=been
that ^dt+dem+++=that
the ^ati++++=the
Australopithecus ^np+++??+=Australopithecus
fossils ^nns++++=fossils
from ^in++++=from
Sterkfontein ^np+++??+=Sterkfontein
and ^cc++++=and
Makapansgat ^np+++??+=Makapansgat,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
their ^pp$+pp3+++=their
morphological ^jj+atrb+++=morphological
diversity ^nn++++=diversity,
, ^zz++++=EXTRAWORD
all ^abn++++=all
belong ^vb++++=belong
to ^in++++=to
A ^at++++=A.
. ^zz++++=EXTRAWORD
africanus ^nns+++??+=africanus
, ^zz++++=,
the ^ati++++=the
species ^nns++++=species
first ^rb++++=first
recognized ^vpsv++by+xvbn+=recognized
by ^in++++=by
Dart ^nn++++=Dart
at ^in++++=at
Taung ^np+++??+=Taung
( ^zz++++=(
Table ^np++++=Table
1 ^zz++++=1
) ^zz++++=).
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
opinion ^nn++++=opinion
dates ^nns++++=dates
back ^jjb++++=back
to ^in++++=to
Robinson ^np++++=Robinson
( ^zz++++=(1954)
1954 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=,
who ^whp+rel+subj++=who
decided ^vprf+++xvbn+=decided
that ^tht+vcmp+++=that
Broom ^np++++=Broom's
's ^$++++=EXTRAWORD
( ^zz++++=(1938)
1938 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
Plesianthropus ^np+++??+=Plesianthropus
transvaalensis ^nns+++??+=transvaalensis
from ^in++++=from
Sterkfontein ^np+++??+=Sterkfontein
and ^cc++++=and
Dart ^np++++=Dart's
's ^$++++=EXTRAWORD
( ^zz++++=(1948a
1948a ^cd++++=EXTRAWORD
, ^zz++++=,
b ^zz++++=b)
) ^zz++++=EXTRAWORD
A ^at++++=A.
. ^zz++++=EXTRAWORD
prometheus ^nns+++??+=prometheus
from ^in++++=from
Makapansgat ^np+++??+=Makapansgat
and ^cc++++=and
even ^rb++++=even
the ^ati++++=the
Tanzanian ^np+++??+=Tanzanian
Garusi ^np+++??+=Garusi
maxilla ^nn+++??+=maxilla
( ^zz++++=(
Kohl ^np++++=Kohl-Larsen
- ^zz++++=EXTRAWORD
larsen ^np++++=EXTRAWORD
1943 ^cd+date+++=1943
) ^zz++++=)
should ^md+nec+++=should
all ^rb++++=all
be ^vb+be+aux++=be
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
A ^at++++=A.
. ^zz++++=EXTRAWORD
africanus ^nns+++??+=africanus
. ^zz++++=.
Tobias ^np+++??+=Tobias
( ^zz++++=(1967)
1967 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
agreed ^vbd+vpub++xvbn+=agreed
with ^in++++=with
this ^dt+dem+++=this
lumping ^nn+++??+=lumping
and ^cc++++=and
later ^rbr+tm+++=later
even ^rb++++=even
suggested ^vbd+vpub++xvbn+=suggested
( ^zz++++=(
Tobias ^np++++=Tobias
1980 ^cd+date+++=1980
) ^zz++++=)
that ^dt+dem+++=that
the ^ati++++=the
Hadar ^np+++??+=Hadar
and ^cc++++=and
Laetoli ^np+++??+=Laetoli
fossils ^nns++++=fossils
of ^in++++=of
Australopithecus ^np+++??+=Australopithecus
afarensis ^nns+++??+=afarensis
( ^zz++++=(
Johanson ^np++++=Johanson
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1978 ^cd+date+++=1978
) ^zz++++=),
, ^zz++++=EXTRAWORD
including ^in++++=including
Garusi ^np+++??+=Garusi,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
classed ^vpsv++agls+xvbnx+=classed
as ^in++++=as
A ^at++++=A.
. ^zz++++=EXTRAWORD
africanus ^nns+++??+=africanus
. ^zz++++=.
he ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
note ^nn++++=note
significantly ^rb++++=significantly
that ^dt+dem+++=that
