Our ^pp$+pp1+++=Our
population ^nn+nom+++=population.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
multiple ^jj+atrb+++=multiple
interpretations ^nns+nom+++=interpretations
of ^in++++=of
clade ^nn+++??+=clade
B1 ^np+++??+=B1,
, ^zz++++=EXTRAWORD
summarized ^xvbn+++xvbn+=summarized
in ^in++++=in
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
5 ^zz++++=5
, ^zz++++=,
that ^dt+pdem+++=that
are ^vb+ber+vrb++=are
conceivably ^rb++++=conceivably
consistent ^jj+pred+++=consistent
either ^dtx++++=either
with ^in++++=with
ancient ^jj++++=ancient
( ^zz++++=(
1 ^zz++++=1
Ma ^npt++++=Ma)
) ^zz++++=EXTRAWORD
or ^cc++++=or
more ^rbr++++=more
recent ^jj+atrb+++=recent
dispersal ^nn+nom+++=dispersal.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
possibility ^nn+nom+++=possibility
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
M ^zz++++=M.
. ^zz++++=EXTRAWORD
fascicularis ^vbz+++??+=fascicularis
dispersed ^vprf+++xvbn+=dispersed
to ^in++++=to
the ^ati++++=the
Lesser ^jjr++++=Lesser
Sunda ^np+++??+=Sunda
Islands ^nns++++=Islands
1 ^zz++++=1
Ma ^npt++++=Ma,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
initiated ^vbd+++xvbn+=initiated
the ^ati++++=the
divergence ^nn+nom+++=divergence
of ^in++++=of
clade ^nn+++??+=clade
B1 ^np+++??+=B1
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
lineages ^nns+nom+++=lineages
in ^in++++=in
clade ^nn+++??+=clade
B ^zz++++=B,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
more ^rbr++++=more
recently ^rb+cnj+++=recently,
, ^zz++++=EXTRAWORD
80 ^cd++++=80
ka ^nn+++??+=ka,
, ^zz++++=EXTRAWORD
descendants ^nns+nom+++=descendants
of ^in++++=of
these ^dt+dem+++=these
early ^jj+atrb+++=early
migrants ^nns+nom+++=migrants
dispersed ^vbd+++xvbn+=dispersed
back ^jjb++++=back
to ^in++++=to
Java ^np+++??+=Java
from ^in++++=from
Lombok ^np+++??+=Lombok,
, ^zz++++=EXTRAWORD
initiating ^jj+atrb+++=initiating
divergence ^nn+nom+++=divergence
of ^in++++=of
clade ^nn+++??+=clade
B1 ^np+++??+=B1
into ^in++++=into
B1 ^np+++??+=B1-a1
- ^zz++++=EXTRAWORD
a1 ^nn+++??+=EXTRAWORD
and ^cc++++=and
B1 ^np+++??+=B1-b.
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
latter ^ap++++=latter
divergence ^nn+nom+++=divergence
would ^md+prd+++=would
then ^rn+tm+++=then
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
a ^at++++=a
recent ^jj+atrb+++=recent
dispersal ^nn+nom+++=dispersal
from ^in++++=from
Java ^np+++??+=Java
back ^jjb++++=back
to ^in++++=to
Lombok ^np+++??+=Lombok,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
then ^rn+tm+++=then
initiated ^jj+atrb++xvbn+=initiated
divergence ^nn+nom+++=divergence
within ^in++++=within
subclade ^nn+++??+=subclade
B1 ^np+++??+=B1-a1
- ^zz++++=EXTRAWORD
a1 ^nn+++??+=EXTRAWORD
30 ^cd++++=30
ka ^nn+++??+=ka
( ^zz++++=(
Fig ^np++++=Fig.
. ^zz++++=EXTRAWORD
5 ^zz++++=5
; ^zz++++=;
left ^j+++xvbn+=left).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
scenario ^nn++++=scenario,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
at ^rb++++=at
odds ^nns++++=odds
with ^in++++=with
the ^ati++++=the
archaeological ^jj+atrb+++=archaeological/fossil
record ^nn++++=record
from ^in++++=from
the ^ati++++=the
Lesser ^jjr++++=Lesser
Sunda ^np+++??+=Sunda
Islands ^nns++++=Islands
and ^cc++++=and
with ^in++++=with
the ^ati++++=the
shallow ^jj+atrb+++=shallow
divergence ^nn+nom+++=divergence
between ^in++++=between
lineages ^nns+nom+++=lineages
on ^in++++=on
separate ^nn+nom+++=separate
islands ^nns++++=islands
of ^in++++=of
the ^ati++++=the
Lesser ^jjr++++=Lesser
Sunda ^np+++??+=Sunda
Islands ^nns++++=Islands
( ^zz++++=(i.e.,
i.e ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
divergence ^nn+nom+++=divergence
70 ^cd++++=70
ka ^nn+++??+=ka
lineages ^nns+nom+++=lineages
within ^in++++=within
clade ^nn+++??+=clade
B1 ^np+++??+=B1-b
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
from ^in++++=from
Timor ^np+++??+=Timor,
, ^zz++++=EXTRAWORD
Sumbawa ^np+++??+=Sumbawa,
, ^zz++++=EXTRAWORD
Flores ^np+++??+=Flores),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
the ^ati++++=the
effective ^jj+atrb+++=effective
population ^nn+nom+++=population
size ^nn++++=size
of ^in++++=of
clade ^nn+++??+=clade
B1 ^np+++??+=B1
mitochondrial ^jj+atrb+++=mitochondrial
genomes ^nns+++??+=genomes
from ^in++++=from
the ^ati++++=the
Lesser ^jjr++++=Lesser
Sunda ^np+++??+=Sunda
Islands ^nns++++=Islands
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
small ^jj++++=small.
. ^zz++++=EXTRAWORD
Download ^np+++??+=Download:
: ^zz++++=EXTRAWORD
Download ^np+++??+=Download
high ^jj++++=high-res
- ^zz++++=EXTRAWORD
res ^nns+++??+=EXTRAWORD
image ^nn++++=image
( ^zz++++=(161KB)
161kb ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Download ^np+++??+=Download:
: ^zz++++=EXTRAWORD
Download ^np+++??+=Download
full ^jj++++=full-size
- ^zz++++=EXTRAWORD
size ^nn++++=EXTRAWORD
image ^nn++++=image
Figure ^nn++++=Figure
5 ^zz++++=5
. ^zz++++=.
Two ^cd++++=Two
alternative ^jj+atrb+++=alternative
dispersal ^nn+nom+++=dispersal
scenarios ^nns+++??+=scenarios
for ^in++++=for
the ^ati++++=the
ancestors ^nns++++=ancestors
of ^in++++=of
M ^zz++++=M.
. ^zz++++=EXTRAWORD
fascicularis ^nns+++??+=fascicularis
in ^in++++=in
the ^ati++++=the
Lesser ^jjr++++=Lesser
Sunda ^np+++??+=Sunda
Islands ^nns++++=Islands,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
assumption ^nn+nom+++=assumption
that ^tht+ncmp+++=that
well ^rb++++=well-supported
- ^zz++++=EXTRAWORD
supported ^xvbn+++xvbn+=EXTRAWORD
relationships ^nns+nom+++=relationships
among ^in++++=among
mitochondrial ^nn++++=mitochondrial
genomes ^vbz+++??+=genomes
estimated ^vbd+vprv++xvbn+=estimated
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
are ^vb+ber+vrb++=are
accurate ^jj+pred+++=accurate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
phylogenies ^nns+++??+=phylogenies
on ^in++++=on
the ^ati++++=the
left ^nn+++xvbn+=left
and ^cc++++=and
right ^nn++++=right
are ^vb+ber+vrb++=are
a ^at++++=a
simplified ^jj+atrb++xvbn+=simplified
subset ^nn+++??+=subset
of ^in++++=of
relationships ^nns+nom+++=relationships
from ^in++++=from
Figure ^nn++++=Figure
2 ^zz++++=2
, ^zz++++=,
Figure ^nn++++=Figure
3 ^zz++++=3
. ^zz++++=.
On ^in++++=On
the ^ati++++=the
left ^nn+++xvbn+=left
is ^vbz+bez+vrb++=is
a ^at++++=a
scenario ^nn++++=scenario
involving ^vwbg+++xvbg+=involving
an ^at++++=an
early ^jj+atrb+++=early
dispersal ^nn+nom+++=dispersal
( ^zz++++=(
1 ^zz++++=1
Mya ^np+++??+=Mya)
) ^zz++++=EXTRAWORD
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
more ^rbr++++=more
recent ^jj+atrb+++=recent
ones ^cd1s++++=ones
( ^zz++++=(thousands
thousands ^cds++++=EXTRAWORD
of ^in++++=of
years ^nns++++=years
ago ^rb++++=ago).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
right ^nn++++=right
is ^vbz+bez+vrb++=is
a ^at++++=a
scenario ^nn++++=scenario
with ^in++++=with
one ^cd1++++=one
or ^cc++++=or
more ^rbr++++=more
recent ^jj+atrb+++=recent
dispersals ^nns+nom+++=dispersals
and ^cc++++=and
no ^at++++=no
early ^jj+atrb+++=early
one ^pn++++=one;
; ^zz++++=EXTRAWORD
a ^at++++=a
dashed ^jj+atrb++xvbn+=dashed
lineage ^nn+nom+++=lineage
represents ^vbz++++=represents
an ^at++++=an
unsampled ^jj+atrb+++=unsampled
or ^cc+phrs+++=or
extinct ^jj+atrb+++=extinct
lineage ^nn+nom+++=lineage
from ^in++++=from
the ^ati++++=the
sunda ^np++++=Sunda
region ^nn++++=region.
. ^zz++++=EXTRAWORD
