Our ^pp$+pp1+++=Our
results ^nns++++=results
have ^vb+hv+vrb++=have
implications ^nns+nom+++=implications
for ^in++++=for
discerning ^nn++++=discerning
between ^in++++=between
these ^dt+dem+++=these
two ^cd++++=two
hypotheses ^nns+nom+++=hypotheses,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
fail ^vb++++=fail
to ^to+vcmp+++=to
conclusively ^rb++splt++=conclusively
reject ^vbi++++=reject
either ^dtx++++=either
one ^pn++++=one.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
the ^ati++++=the
most ^ql+emph+++=most
recent ^jj+atrb+++=recent
divergences ^nns+nom+++=divergences
within ^in++++=within
three ^cd++++=three
M ^zz++++=M.
. ^zz++++=EXTRAWORD
fascicularis ^nns+++??+=fascicularis
mitochondrial ^jj+atrb+++=mitochondrial
clades ^nns+++??+=clades
that ^tht+rel+obj++=that
span ^nn++++=span
the ^ati++++=the
southern ^jj+atrb+++=southern
portion ^nn+nom+++=portion
of ^in++++=of
Wallace ^np++++=Wallace's
's ^$++++=EXTRAWORD
Line ^nn++++=Line
have ^vb+hv+vrb++=have
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
Cis ^np+++??+=CIs
of ^in++++=of
40 ^cd++++=40
20 ^cd++++=20,
, ^zz++++=EXTRAWORD
90 ^cd++++=90
40 ^cd++++=40,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
20 ^cd++++=20
0 ^zz++++=0
ka ^nn+++??+=ka
for ^in++++=for
clades ^nns+++??+=clades
B1 ^np+++??+=B1-a1,
- ^zz++++=EXTRAWORD
a1 ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
B2 ^np+++??+=B2-a,
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
B3 ^np+++??+=B3-a,
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively
( ^zz++++=(
Som ^np++++=SOM
Table ^nn++++=Table
S3 ^np+++??+=S3
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
phylogenetic ^jj++++=phylogenetic
placement ^nn+nom+++=placement
of ^in++++=of
clades ^nns+++??+=clades
B2 ^np+++??+=B2
and ^cc++++=and
B3 ^np+++??+=B3
points ^nns++++=points
to ^in++++=to
recent ^jj++++=recent
( ^zz++++=(<
< ^zz++++=EXTRAWORD
90 ^cd++++=90
ka ^nn+++??+=ka)
) ^zz++++=EXTRAWORD
eastward ^rb++++=eastward
dispersal ^nn+nom+++=dispersal
from ^in++++=from
Bali ^np+++??+=Bali
or ^cc++++=or
Penida ^np+++??+=Penida
across ^in+pl+++=across
Wallace ^np++++=Wallace's
's ^$++++=EXTRAWORD
Line ^nn++++=Line
to ^in++++=to
Lombok ^np+++??+=Lombok,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
dispersal ^nn+nom+++=dispersal
events ^nns++++=events
may ^md+pos+++=may
have ^vb+hv+aux++=have
occurred ^vprf+++xvbnx+=occurred
separately ^rb++++=separately
or ^cc+phrs+++=or
concurrently ^rb++++=concurrently
with ^in++++=with
a ^at++++=a
polymorphic ^jj+atrb+++=polymorphic
