A ^at++++=A
renewed ^jj+atrb++xvbn+=renewed
kinship ^nn++++=kinship-centered
- ^zz++++=EXTRAWORD
centered ^vbd+++xvbn+=EXTRAWORD
approach ^nn++++=approach
can ^md+pos+++=can
carve ^vb++++=carve
out ^rp+pl+++=out
a ^at++++=a
flexible ^jj+atrb+++=flexible
space ^nn++++=space
for ^in++++=for
thinking ^xvbg+++xvbg+=thinking
anthropologically ^nn+++??+=anthropologically
about ^in++++=about
the ^ati++++=the
cultures ^nns++++=cultures
of ^in++++=of
carcerality ^nn++++=carcerality
constituted ^vwbn+++xvbn+=constituted
by ^in++++=by
overlapping ^xvbg+++xvbg+=overlapping
social ^jj+atrb+++=social
fields ^nns++++=fields
that ^tht+rel+subj++=that
create ^vb++++=create
and ^cc+phrs+++=and
sustain ^vb++++=sustain
incarceration ^nn+++??+=incarceration's
's ^vbz+bez+vrb++0=EXTRAWORD
vast ^jj+atrb+++=vast
common ^jj+atrb+++=common
sense ^nn++++=sense-ness
- ^zz++++=EXTRAWORD
ness ^np++++=EXTRAWORD
( ^zz++++=(
Wacquant ^np++++=Wacquant
2009 ^cd++++=2009
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
162 ^cd++++=162;
; ^zz++++=EXTRAWORD
Polanco ^np+++??+=Polanco
2015 ^cd++++=2015
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
202 ^cd++++=202).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Sahlins ^np+++??+=Sahlins
( ^zz++++=(2013
2013 ^cd++++=EXTRAWORD
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
2 ^zz++++=2)
) ^zz++++=EXTRAWORD
defines ^vbz++++=defines
kinship ^nn++++=kinship
broadly ^rb+cnj+++=broadly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
mutuality ^vb+++??+=mutuality
of ^in++++=of
being ^xvbg+++xvbg+=being
and ^cc++++=and
intersubjective ^nn+++??+=intersubjective
belonging ^vwbg+++xvbg+=belonging,
, ^zz++++=EXTRAWORD
people ^nns++++=people
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
intrinsic ^jj+pred+++=intrinsic
to ^to++++=to
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
existence ^nn++++=existence.
. ^zz++++=EXTRAWORD
Revisiting ^np+++??+=Revisiting
the ^ati++++=the
concept ^nn++++=concept
of ^in++++=of
kinship ^nn++++=kinship
( ^zz++++=(
Weston ^np++++=Weston
1991 ^cd+date+++=1991
, ^zz++++=,
Franklin ^np++++=Franklin
& ^zz++++=&
Mckinnon ^np+++??+=McKinnon
2000 ^cd++++=2000
, ^zz++++=,
Strathern ^np+++??+=Strathern
2005 ^cd++++=2005
) ^zz++++=)
opens ^vbz++++=opens
a ^at++++=a
way ^nn++++=way
to ^to++++=to
explore ^vbi++++=explore
how ^wrb+who+++=how
various ^jj+atrb+++=various
ideas ^nns++++=ideas
about ^in++++=about
relatedness ^nns+++??+=relatedness
help ^vb++++=help
to ^to+vcmp+++=to
explain ^vbi+vpub+++=explain
the ^ati++++=the
structures ^nns++++=structures
of ^in++++=of
experience ^nn++++=experience
the ^ati++++=the
intersubjective ^nn+++??+=intersubjective
belonging ^xvbg+++xvbg+=belonging
engendered ^vwbn+++xvbn+=engendered
by ^in++++=by
carcerality ^nn+++??+=carcerality
( ^zz++++=(
Gilmore ^np++++=Gilmore
1999 ^cd+date+++=1999
, ^zz++++=,
Carter ^np++++=Carter
2019 ^cd++++=2019
, ^zz++++=,
Burton ^np++++=Burton
2021 ^cd++++=2021
, ^zz++++=,
Richards ^np++++=Richards-Calathes
- ^zz++++=EXTRAWORD
calathes ^nns+++??+=EXTRAWORD
2021 ^cd++++=2021
) ^zz++++=)
among ^in++++=among
the ^ati++++=the
incarcerated ^jj+++xvbn+=incarcerated
and ^cc++++=and
those ^dt+dem+++=those
with ^in++++=with
whom ^whp+rel+pied++=whom
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
connected ^vpsv++agls+xvbnx+=connected
within ^in++++=within
and ^cc++++=and
outside ^jjb+atrb+++=outside
carceral ^jj+atrb++??+=carceral
facilities ^nns++++=facilities.
. ^zz++++=EXTRAWORD
Anthropology ^np++++=Anthropology's
's ^$++++=EXTRAWORD
kinship ^nn++++=kinship
revisionists ^nns+++??+=revisionists
and ^cc++++=and
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
study ^nn++++=study
carcerality ^nn+++??+=carcerality
approach ^nn++++=approach
their ^pp$+pp3+++=their
inclusivity ^nn+++??+=inclusivity
partly ^rb+down+++=partly
through ^in++++=through
kinship ^nn++++=kinship's
's ^$++++=EXTRAWORD
bonds ^nns++++=bonds,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
carry ^vb++++=carry
genealogically ^vb+++??+=genealogically
based ^vbd+++xvbn+=based,
, ^zz++++=EXTRAWORD
binding ^jj+atrb+++=binding
emotions ^nns++++=emotions.
. ^zz++++=EXTRAWORD
Genealogies ^np+++??+=Genealogies
are ^vb+ber+vrb++=are
also ^rb++++=also
histories ^nns++++=histories
of ^in++++=of
lived ^vbd+++xvbn+=lived
experience ^nn++++=experience,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^in++++=as
bio ^nn++++=bio-genetic
- ^zz++++=EXTRAWORD
genetic ^jj+atrb+++=EXTRAWORD
tracings ^nns++++=tracings.
. ^zz++++=EXTRAWORD
