The ^ati++++=The
writing ^jj+++xvbg+=writing
of ^in++++=of
this ^dt+dem+++=this
article ^nn++++=article
was ^vbd+bedz+aux++=was
facilitated ^vpsv++by+xvbnx+=facilitated
by ^in++++=by
an ^at++++=an
Eur ^np+++??+=EUR
fellowship ^nn++++=fellowship
and ^cc++++=and
an ^at++++=an
Nwo ^np+++??+=NWO
Veni ^np+++??+=VENI
research ^nn++++=research
grant ^nn++++=grant
( ^zz++++=(275-69-003).
275 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
69 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
003 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks
to ^in++++=to
Ara ^np+++??+=ARA
s ^zz++++=s
production ^nn++++=production
team ^nn++++=team
for ^in++++=for
both ^abx++++=both
its ^pp$+it+++=its
patience ^nn++++=patience
and ^cc++++=and
insightful ^nn+++??+=insightful
edits ^vbz++++=edits.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thank ^vb++++=thank
my ^pp$+pp1+++=my
colleagues ^nns++++=colleagues
at ^in++++=at
the ^ati++++=the
Institute ^nn++++=Institute
for ^in++++=for
Advanced ^jj+atrb++xvbn+=Advanced
Study ^nn++++=Study
in ^in++++=in
Princeton ^np+++??+=Princeton
with ^in++++=with
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
worked ^vbd+++xvbnx+=worked
on ^in++++=on
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
social ^jj+atrb+++=social
science ^nn++++=science,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
notably ^rb++++=notably
Didier ^np+++??+=Didier
Fassin ^np+++??+=Fassin,
, ^zz++++=EXTRAWORD
George ^np++++=George
Steinmetz ^np+++??+=Steinmetz,
, ^zz++++=EXTRAWORD
Nicolas ^np+++??+=Nicolas
Langlitz ^np+++??+=Langlitz,
, ^zz++++=EXTRAWORD
Jean ^np++++=Jean
Louis ^np++++=Louis
Fabiani ^np+++??+=Fabiani,
, ^zz++++=EXTRAWORD
Kristopher ^np+++??+=Kristopher
Kropp ^np+++??+=Kropp,
, ^zz++++=EXTRAWORD
Agata ^np+++??+=Agata
Zysiak ^np+++??+=Zysiak,
, ^zz++++=EXTRAWORD
Chitralekha ^np+++??+=Chitralekha,
, ^zz++++=EXTRAWORD
Amin ^np+++??+=Amin
Perez ^np+++??+=Perez,
, ^zz++++=EXTRAWORD
Miriam ^np+++??+=Miriam
Kingsberg ^np+++??+=Kingsberg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Johan ^np+++??+=Johan
Heilbron ^np+++??+=Heilbron.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
also ^rb++splt++=also
like ^vb++++=like
to ^to+vcmp+++=to
thank ^vbi++++=thank
Susan ^np++++=Susan
Harding ^np++++=Harding,
, ^zz++++=EXTRAWORD
John ^np++++=John
Marlovits ^np+++??+=Marlovits,
, ^zz++++=EXTRAWORD
Carel ^np+++??+=Carel
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
P.w ^np+++??+=P.W.
. ^zz++++=EXTRAWORD
Zuidhof ^np+++??+=Zuidhof,
, ^zz++++=EXTRAWORD
Tak ^np+++??+=Tak-Wing
- ^zz++++=EXTRAWORD
wing ^nn++++=EXTRAWORD
Ngo ^np+++??+=Ngo,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jack ^np++++=Jack
Amariglio ^np+++??+=Amariglio
for ^in++++=for
sharing ^xvbg+++xvbg+=sharing
key ^jjb+atrb+++=key
insights ^nns++++=insights
and ^cc++++=and
comments ^nns++++=comments
while ^cs+sub+++=while
this ^dt+dem+++=this
article ^nn++++=article
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
making ^nn++++=making.
. ^zz++++=EXTRAWORD
