Our ^pp$+pp1+++=Our
tests ^nns++++=tests
for ^in++++=for
recombination ^nn+nom+++=recombination
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
these ^dt+dem+++=these
data ^nns++++=data
do ^vb+do+aux++=do
not ^xnot++not++=not
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
substantially ^rb++splt++=substantially
affected ^vpsv++by+xvbnx+=affected
by ^in++++=by
recombination ^nn+nom+++=recombination
in ^in++++=in
mitochondrial ^jj+atrb+++=mitochondrial
Dna ^np+++??+=DNA,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
increases ^vbz++++=increases
branch ^nn++++=branch
lengths ^nns++++=lengths
and ^cc++++=and
leads ^vbz++++=leads
to ^to++++=to
exaggerated ^vbi++++=exaggerated
divergence ^nn+nom+++=divergence
times ^nns++++=times.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
several ^ap++++=several
cautionary ^jj+atrb+++=cautionary
notes ^nns++++=notes
with ^in++++=with
respect ^nn++++=respect
to ^in++++=to
the ^ati++++=the
divergence ^nn+nom+++=divergence
estimates ^nns+nom+++=estimates
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
most ^ql+emph+++=most
importantly ^rb++++=importantly
( ^zz++++=(and
and ^cc++++=EXTRAWORD
as ^in++++=as
illustrated ^nn++++=illustrated
by ^in++++=by
this ^dt+dem+++=this
study ^nn++++=study
compared ^vbd+++xvbn+=compared
to ^in++++=to
previous ^jj+atrb+++=previous
ones ^cd1s++++=ones),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
unsampled ^jj+atrb++xvbn+=unsampled
mitochondrial ^jj+atrb+++=mitochondrial
diversity ^nn+nom+++=diversity
from ^in++++=from
extant ^jj+atrb+++=extant
and ^cc+phrs+++=and
prehistoric ^jj+atrb+++=prehistoric
macaque ^nn+++??+=macaque
populations ^nns+nom+++=populations
on ^in++++=on
these ^dt+dem+++=these
islands ^nns++++=islands
could ^md+pos+++=could
identify ^vb++++=identify
new ^jj+atrb+++=new
variation ^nn+nom+++=variation
that ^tht+rel+obj++=that
influences ^nns+nom+++=influences
phylogeographic ^jj+atrb+++=phylogeographic
interpretations ^nns+nom+++=interpretations.
. ^zz++++=EXTRAWORD
