Finally ^rb+cnj+++=Finally,
oriented ^nn+++??+=EXTRAWORD
community ^nn++++=community-centered
- ^zz++++=EXTRAWORD
centered ^vbd+++xvbn+=EXTRAWORD
discipline ^nn++++=discipline
( ^zz++++=(
Atalay ^np++++=Atalay
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016
) ^zz++++=).
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
of ^in++++=of
the ^ati++++=the
chapters ^nns++++=chapters
in ^in++++=in
this ^dt+dem+++=this
volume ^nn++++=volume
discuss ^vb++++=discuss
how ^wrb+who+++=how
an ^at++++=an
ethic ^nn++++=ethic
of ^in++++=of
stewardship ^nn++++=stewardship
and ^cc++++=and
extant ^jj+atrb+++=extant
historic ^jj+atrb+++=historic
preservation ^nn++++=preservation
legislation ^nn++++=legislation
continue ^vb++++=continue
to ^to++++=to
disenfranchise ^vbi+++??+=disenfranchise
Indigenous ^jj+atrb+++=Indigenous
communities ^nns++++=communities
in ^in++++=in
North ^np+pl+++=North
America ^np++++=America
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Ferguson ^np++++=Ferguson
2016 ^cd++++=2016
, ^zz++++=,
Nicholas ^np++++=Nicholas
2016 ^cd++++=2016
, ^zz++++=,
Welch ^np++++=Welch
& ^zz++++=&
Ferris ^np++++=Ferris
2016 ^cd++++=2016
) ^zz++++=).
. ^zz++++=EXTRAWORD
To ^to++++=To
create ^vbi++++=create
a ^at++++=a
more ^rbr++++=more
socially ^rb++++=socially
just ^rb+emph+++=just
archaeological ^jj+atrb+++=archaeological
praxis ^nns+++??+=praxis,
, ^zz++++=EXTRAWORD
Welch ^np++++=Welch
( ^zz++++=(2018)
2018 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
Laluk ^np+++??+=Laluk
( ^zz++++=(2020)
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
promoted ^vprf+++xvbnx+=promoted
a ^at++++=a
sovereignty ^nn++++=sovereignty-driven
- ^zz++++=EXTRAWORD
driven ^vbd+++xvbn+=EXTRAWORD
research ^nn++++=research
paradigm ^nn++++=paradigm
that ^tht+rel+subj++=that
contributes ^vbz++++=contributes
to ^in++++=to
reform ^nn++++=reform
by ^in++++=by
facilitating ^xvbg+++xvbg+=facilitating
the ^ati++++=the
rights ^nns++++=rights
of ^in++++=of
indigenous ^jj+atrb+++=Indigenous
communities ^nns++++=communities
to ^to++++=to
govern ^vb++++=govern
and ^cc+phrs+++=and
represent ^vb++++=represent
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
