Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
a ^at++++=a
growing ^jj+atrb++xvbg+=growing
number ^nn++++=number
of ^in++++=of
North ^nr+pl+++=North
American ^jj+atrb+++=American
archaeologists ^nns++++=archaeologists
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
up ^rb+phrv+++=up
social ^jj+atrb+++=social
justice ^nn++++=justice
initiatives ^nns+++??+=initiatives
as ^ql++++=as
part ^nn++++=part
of ^in++++=of
an ^at++++=an
ongoing ^nn+++??+=ongoing
effort ^nn++++=effort
to ^to+ncmp+++=to
decolonize ^vb+++??+=decolonize
the ^ati++++=the
discipline ^nn++++=discipline.
. ^zz++++=EXTRAWORD
Harkening ^np+++??+=Harkening
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
origins ^nns++++=origins
of ^in++++=of
settler ^nn++++=settler-colonial
- ^zz++++=EXTRAWORD
colonial ^jj+atrb+++=EXTRAWORD
studies ^nns++++=studies
in ^in++++=in
the ^ati++++=the
1960s ^cd+date+++=1960s
and ^cc++++=and
1970s ^cd+date+++=1970s,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
emerging ^jj+atrb++xvbg+=emerging
body ^nn++++=body
of ^in++++=of
archaeological ^jj+atrb+++=archaeological
scholarship ^nn++++=scholarship
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shaped ^vpsv++by+xvbnx+=shaped
by ^in++++=by
calls ^nns++++=calls
for ^in++++=for
sociopolitical ^nn+++??+=sociopolitical
reform ^nn++++=reform
in ^in+cmpx+++=in
the ^in"++++=the
face ^in"++++=face
of ^in"++++=of
racism ^nn+++??+=racism,
, ^zz++++=EXTRAWORD
police ^nns++++=police
brutality ^nn++++=brutality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
structural ^jj+atrb+++=structural
violence ^nn++++=violence.
. ^zz++++=EXTRAWORD
To ^in++++=To
date ^nn++++=date,
, ^zz++++=EXTRAWORD
much ^ap++++=much
of ^in++++=of
this ^dt+dem+++=this
research ^nn++++=research
has ^vbz+hvz+aux++=has
focused ^vprf+++xvbnx+=focused
on ^in++++=on
relationship ^nn++++=relationship
building ^vwbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
caring ^vbg+++xvbg+=caring
for ^in+ppvb+++=for
the ^ati++++=the
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
of ^in++++=of
self ^nn++++=self
and ^cc++++=and
others ^aps++++=others,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
attending ^jj+++xvbg+=attending
to ^to++++=to
how ^wrb+who+++=how
our ^pp$+pp1+++=our
actions ^nns++++=actions
or ^cc++++=or
practices ^nns++++=practices
might ^md+pos+++=might
cause ^vb++++=cause
harm ^nn++++=harm
( ^zz++++=(
Lyons ^np++++=Lyons
& ^zz++++=&
Supernant ^np+++??+=Supernant
2020 ^cd++++=2020
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
8 ^zz++++=8).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn++++=instance,
, ^zz++++=EXTRAWORD
in ^in++++=in
Transforming ^xvbg+++xvbg+=Transforming
Archaeology ^nn++++=Archaeology
, ^zz++++=,
the ^ati++++=the
editors ^nns++++=editors
argue ^vb+vpub+++=argue
for ^in++++=for
the ^ati++++=the
transformation ^nn++++=transformation
of ^in++++=of
archaeology ^nn++++=archaeology
into ^in++++=into
a ^at++++=a
service ^nn++++=service-oriented
- ^zz++++=EXTRAWORD
