Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
concepts ^nns++++=concepts
of ^in++++=of
icon ^nn++++=icon,
, ^zz++++=EXTRAWORD
index ^nn++++=index,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
symbol ^nn++++=symbol
are ^vb+ber+vrb++=are
also ^rb++++=also
applicable ^jj+pred+++=applicable
to ^in++++=to
the ^ati++++=the
study ^nn++++=study
of ^in++++=of
the ^ati++++=the
human ^jj+atrb+++=human
body ^nn++++=body
and ^cc++++=and
human ^jj+atrb+++=human
remains ^nns++++=remains.
. ^zz++++=EXTRAWORD
Crossland ^np+++??+=Crossland
( ^zz++++=(2009
2009 ^cd++++=EXTRAWORD
, ^zz++++=,
2018 ^cd++++=2018
; ^zz++++=;
Crossland ^np+++??+=Crossland
& ^zz++++=&
Bauer ^np+++??+=Bauer
2017 ^cd++++=2017
) ^zz++++=)
has ^vbz+hvz+aux++=has
focused ^vprf+++xvbnx+=focused
on ^in++++=on
forensic ^jj+atrb+++=forensic
contexts ^nns++++=contexts,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
cranial ^vb+++??+=cranial
reconstruction ^nn++++=reconstruction,
, ^zz++++=EXTRAWORD
fingerprinting ^nn+++??+=fingerprinting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forensic ^jj+atrb+++=forensic
entomology ^nn+++??+=entomology.
. ^zz++++=EXTRAWORD
Forensic ^jj+atrb+++=Forensic
specialists ^nns++++=specialists
interpret ^vb++++=interpret
this ^dt+dem+++=this
evidence ^nn++++=evidence
as ^ql++++=as
indexical ^vb+++??+=indexical
signs ^nns++++=signs
( ^zz++++=(in
in ^in++++=EXTRAWORD
a ^at++++=a
cause ^nn++++=cause
effect ^nn++++=effect
relation ^nn++++=relation),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
allows ^vbz++++=allows
them ^pp3o+pp3+++=them
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
claim ^nn++++=claim
of ^in++++=of
scientific ^jj+atrb+++=scientific
objectivity ^nn++++=objectivity
while ^cs+sub+++=while
sometimes ^rb++++=sometimes
obscuring ^vbg+++xvbg+=obscuring
uncertainty ^nn++++=uncertainty
or ^cc++++=or
the ^ati++++=the
sign ^nn++++=sign's
's ^$++++=EXTRAWORD
possibly ^rb++++=possibly
arbitrary ^jj++++=arbitrary
( ^zz++++=(symbolic)
symbolic ^jj++++=EXTRAWORD
) ^zz++++=EXTRAWORD
relation ^nn++++=relation
to ^in++++=to
its ^pp$+it+++=its
object ^nn++++=object.
. ^zz++++=EXTRAWORD
Barrett ^np+++??+=Barrett
( ^zz++++=(2019)
2019 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
applies ^vbz++++=applies
similar ^jj+atrb+++=similar
ideas ^nns++++=ideas
to ^in++++=to
the ^ati++++=the
study ^nn++++=study
of ^in++++=of
ancient ^jj+atrb+++=ancient
Dna ^np+++??+=DNA
( ^zz++++=(aDNA)
adna ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
population ^nn++++=population
movements ^nns++++=movements.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
this ^dt+dem+++=this
adna ^nn+++??+=aDNA,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asks ^vbz++++=asks,
, ^zz++++=EXTRAWORD
iconically ^nn+++??+=iconically
resemble ^vb++++=resemble
an ^at++++=an
ancient ^jj+atrb+++=ancient
population ^nn++++=population,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
signifying ^jj+atrb++??+=signifying
mass ^nn++++=mass
migration ^nn++++=migration,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
merely ^rb+down+++=merely
indexical ^jj++++=indexical,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
room ^nn++++=room
for ^in++++=for
more ^rbr++++=more
complex ^jj+atrb+++=complex
processes ^nns++++=processes?
? ^zz++++=EXTRAWORD
