Our ^pp$+pp1+++=Our
American ^jj+atrb+++=American
colleagues ^nns++++=colleagues,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
race ^nn++++=race
data ^nns++++=data
a ^at++++=a
standard ^jj+atrb+++=standard
demographic ^jj+atrb+++=demographic
feature ^nn++++=feature
in ^in++++=in
U.s ^np++++=U.S.
. ^zz++++=EXTRAWORD
data ^nns++++=data
sets ^nns++++=sets.
. ^zz++++=EXTRAWORD
The ^ati++++=The
standard ^jj+atrb+++=standard
way ^nn++++=way
of ^in++++=of
measuring ^xvbg+++xvbg+=measuring
race ^nn++++=race
in ^in++++=in
these ^dt+dem+++=these
data ^nns++++=data,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
consisted ^j+++xvbn+=consisted
of ^in++++=of
just ^rb+emph+++=just
five ^cd++++=five
categories ^nns++++=categories:
: ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
black ^jj++++=black,
, ^zz++++=EXTRAWORD
Asian ^nn++++=Asian,
, ^zz++++=EXTRAWORD
Hispanic ^np+++??+=Hispanic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Other ^ap++++=Other.
. ^zz++++=EXTRAWORD
In ^in++++=In
comparison ^nn++++=comparison,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Tdsb ^np+++??+=TDSB
census ^nn++++=census
collected ^vwbn+++xvbn+=collected
race ^nn++++=race
data ^nns++++=data
by ^in++++=by
self ^nn++++=self-reports
- ^zz++++=EXTRAWORD
reports ^nns++++=EXTRAWORD
from ^in++++=from
students ^nns++++=students.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
result ^nn++++=result,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
dozens ^cds++++=dozens
of ^in++++=of
racial ^nn++++=racial
identities ^vbz+++??+=identities
reported ^vbd+vpub++xvbn+=reported
far ^rb+pl+++=far
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
six ^cd++++=six
categories ^nns++++=categories
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
provided ^vpsv++by+xvbnx+=provided
by ^in++++=by
the ^ati++++=the
U.s ^np++++=U.S.
. ^zz++++=EXTRAWORD
data ^nns++++=data
sources ^nns++++=sources.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
race ^nn++++=race
is ^vbz+bez+vrb++=is
a ^at++++=a
key ^nn++++=key
correlate ^vb++++=correlate
of ^in++++=of
education ^nn++++=education-related
- ^zz++++=EXTRAWORD
related ^xvbn+++xvbn+=EXTRAWORD
outcomes ^nns+++??+=outcomes
in ^in++++=in
the ^ati++++=the
research ^nn++++=research
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
compromises ^nns+++??+=compromises
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
made ^vprf+++xvbn+=made
to ^to+vcmp+++=to
collapse ^vb++++=collapse
the ^ati++++=the
multicategorized ^nn+++??+=multicategorized
race ^nn++++=race
variable ^jj++++=variable
in ^in++++=in
Toronto ^np++++=Toronto
to ^in++++=to
the ^ati++++=the
categories ^nns++++=categories
provided ^vbd+vsua+++=provided
in ^in++++=in
the ^ati++++=the
u.s ^np++++=U.S.
. ^zz++++=EXTRAWORD
data ^nns++++=data.
. ^zz++++=EXTRAWORD
