Our ^pp$+pp1+++=Our
1.27 ^cd++++=1.27,
, ^zz++++=EXTRAWORD
C ^zz++++=C
= ^zz++++==
1.13 ^cd++++=1.13;
; ^zz++++=EXTRAWORD
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
2 ^zz++++=2
) ^zz++++=)
supports ^vbz++++=supports
the ^ati++++=the
inference ^nn++++=inference
that ^tht+ncmp+++=that
facultative ^nn+++??+=facultative
bipeds ^nns+++??+=bipeds
walk ^nn++++=walk
with ^in++++=with
lower ^jjr+atrb+++=lower
peak ^nn++++=peak
vertical ^jj+atrb+++=vertical
force ^nn++++=force
( ^zz++++=(
Schmitt ^np++++=Schmitt,
, ^zz++++=EXTRAWORD
2003 ^cd++++=2003
) ^zz++++=),
, ^zz++++=EXTRAWORD
albeit ^cs+sub+++=albeit
by ^in++++=by
a ^at++++=a
small ^jj+atrb+++=small
amount ^nn++++=amount
at ^rb++++=at
matched ^xvbn+++xvbn+=matched
dimensionless ^nns+++??+=dimensionless
speeds ^nns++++=speeds.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
difference ^nn++++=difference
is ^vbz+bez+aux++=is
not ^xnot++not++=not
present ^vb++++=present
at ^rb++++=at
matched ^vbd+++xvbn+=matched
dimensional ^nn+++??+=dimensional
speeds ^nns++++=speeds
( ^zz++++=(
Som ^np++++=SOM
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
S2 ^np+++??+=S2
) ^zz++++=).
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ground ^nn++++=ground
reaction ^nn++++=reaction
forces ^nns++++=forces
in ^in++++=in
bipedal ^nn+++??+=bipedal
chimpanzees ^nns++++=chimpanzees
appear ^vb+seem+++=appear
quite ^rb++++=quite
similar ^jj++++=similar
to ^in++++=to
the ^ati++++=the
3 ^zz++++=3-D
- ^zz++++=EXTRAWORD
d ^zz++++=EXTRAWORD
forces ^nns++++=forces
of ^in++++=of
highly ^rb+amp+++=highly
trained ^jj+atrb++xvbn+=trained
bipedal ^nn+++??+=bipedal
macaques ^nns+++??+=macaques
( ^zz++++=(
Kimura ^np++++=Kimura
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1977 ^cd+date+++=1977
; ^zz++++=;
Ogihara ^np+++??+=Ogihara
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007
) ^zz++++=),
, ^zz++++=EXTRAWORD
as ^ql++++=as
well ^rb++++=well
as ^ql++++=as
some ^dti++++=some
other ^ap++++=other
facultative ^nn+++??+=facultative
bipeds ^nns+++??+=bipeds
( ^zz++++=(
Kimura ^np++++=Kimura,
, ^zz++++=EXTRAWORD
1977 ^cd+date+++=1977
) ^zz++++=).
. ^zz++++=EXTRAWORD
A ^at++++=A
qualitative ^jj+atrb+++=qualitative
comparison ^nn++++=comparison
of ^in++++=of
our ^pp$+pp1+++=our
chimpanzee ^nn+++??+=chimpanzee
data ^nns++++=data
set ^jj+++xvbn+=set
to ^in+jcmp+++=to
similar ^jj+atrb+++=similar
data ^nns++++=data
from ^in++++=from
highly ^rb+amp+++=highly-trained
- ^zz++++=EXTRAWORD
trained ^jj+atrb++xvbn+=EXTRAWORD
bipedal ^nn+++??+=bipedal
macaques ^nns+++??+=macaques
( ^zz++++=(
Ogihara ^np++++=Ogihara
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007
) ^zz++++=)
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
bipedal ^nn+++??+=bipedal
chimpanzees ^nns++++=chimpanzees
and ^cc++++=and
macaques ^nns+++??+=macaques
are ^vb+ber+vrb++=are
much ^ap++++=much
more ^rbr++++=more
similar ^jj++++=similar
to ^in++++=to
each ^dt++++=each
other ^ap++++=other
than ^in++++=than
either ^dtx++++=either
are ^vb+ber+vrb++=are
to ^in++++=to
humans ^nns++++=humans.
. ^zz++++=EXTRAWORD
