Finally ^rb+cnj+++=Finally,
another ^dt++++=another
band ^nn++++=band.
. ^zz++++=EXTRAWORD
Moreover ^rb+cnj+++=Moreover,
, ^zz++++=EXTRAWORD
many ^ap++++=many
hamadryas ^nns+++??+=hamadryas
females ^nns++++=females
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
remain ^vbi++++=remain
within ^in++++=within
their ^pp$+pp3+++=their
natal ^np++++=natal
clan ^nn++++=clan
and ^cc++++=and
band ^nn++++=band
and ^cc++++=and
maternal ^jj+atrb+++=maternal
female ^jj+atrb+++=female
relatives ^nns++++=relatives
are ^vb+ber+aux++=are
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
Omu ^np+++??+=OMU
more ^rbr++++=more
often ^rb++++=often
than ^in++++=than
expected ^nn++++=expected
by ^in++++=by
chance ^nn++++=chance
( ^zz++++=(
St ^np++++=St
dele ^nn+++??+=dele
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
) ^zz++++=),
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
that ^tht+vcmp+++=that
females ^nns++++=females
may ^md+pos+++=may
be ^vb+be+vrb++=be
more ^ql++++=more
attracted ^jj+++xvbn+=attracted
or ^cc+phrs+++=or
receptive ^jj++++=receptive
to ^to++++=to
joining ^vbi++++=joining
Omus ^np+++??+=OMUs
in ^in++++=in
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
maternal ^jj+atrb+++=maternal
kin ^nns++++=kin.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
females ^nns++++=females
may ^md+pos+++=may
be ^vb+be+vrb++=be
more ^rbr++++=more
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
transferred ^vpsv++agls+xvbnx+=transferred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
turn ^nn++++=turn
require ^vb+vsua+++=require
less ^rbr++++=less
aggressive ^jj+atrb+++=aggressive
male ^jj+atrb+++=male
coercion ^nn++++=coercion,
, ^zz++++=EXTRAWORD
during ^in++++=during
takeovers ^nns+++??+=takeovers
within ^in++++=within
the ^ati++++=the
same ^ap++++=same
band ^nn++++=band
than ^in++++=than
across ^in+pl+++=across
bands ^nns++++=bands.
. ^zz++++=EXTRAWORD
Leader ^nn++++=Leader
males ^nns++++=males
reduced ^vwbn+++xvbn+=reduced
use ^nn++++=use
of ^in++++=of
aggression ^nn++++=aggression
toward ^in++++=toward
females ^nns++++=females
within ^in++++=within
their ^pp$+pp3+++=their
band ^nn++++=band
may ^md+pos+++=may
also ^rb++++=also
be ^vb+be+vrb++=be
a ^at++++=a
function ^nn++++=function
of ^in++++=of
males ^nns++++=males
attempts ^vb++++=attempts
to ^to+vcmp+++=to
maintain ^vbi+vpub+++=maintain
affiliative ^nn+++??+=affiliative
relationships ^nns++++=relationships
with ^in++++=with
other ^ap++++=other
males ^nns++++=males
within ^in++++=within
their ^pp$+pp3+++=their
band ^nn++++=band.
. ^zz++++=EXTRAWORD
Increased ^j+++xvbn+=Increased
male ^jj+atrb+++=male
male ^jj+atrb+++=male
cooperation ^nn++++=cooperation
may ^md+pos+++=may
also ^rb++++=also
be ^vb+be+vrb++=be
a ^at++++=a
result ^nn++++=result
of ^in++++=of
male ^jj+atrb+++=male
philopatry ^nn+++??+=philopatry
at ^rb++++=at
the ^ati++++=the
band ^nn++++=band
level ^nn++++=level
in ^in++++=in
that ^dt+dem+++=that
male ^jj+atrb+++=male
male ^jj+atrb+++=male
cooperation ^nn++++=cooperation
may ^md+pos+++=may
be ^vb+be+aux++=be
correlated ^vpsv++agls+xvbnx+=correlated
with ^in++++=with
higher ^jjr+atrb+++=higher
relatedness ^nns+++??+=relatedness
among ^in++++=among
males ^nns++++=males
within ^in++++=within
a ^at++++=a
band ^nn++++=band
and ^cc++++=and
in ^in++++=in
turn ^nn++++=turn
function ^nn++++=function
to ^to++++=to
maximize ^vbi++++=maximize
inclusive ^jj+atrb+++=inclusive
fitness ^nn++++=fitness
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
via ^in++++=via
decreasing ^xvbg+++xvbg+=decreasing
mortality ^nn++++=mortality
risk ^nn++++=risk
of ^in++++=of
close ^jj+atrb+++=close
male ^jj+atrb+++=male
relatives ^nns++++=relatives).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
higher ^jjr+atrb+++=higher
prevalence ^nn+++??+=prevalence
of ^in++++=of
aggression ^nn++++=aggression
associated ^vbd+++xvbn+=associated
with ^in++++=with
between ^in++++=between-band
- ^zz++++=EXTRAWORD
band ^nn++++=EXTRAWORD
takeovers ^nns+++??+=takeovers
is ^vbz+bez+vrb++=is
comparable ^jj+pred+++=comparable
to ^in++++=to
the ^ati++++=the
intercommunity ^nn+++??+=intercommunity
violence ^nn++++=violence
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
chimpanzees ^nns++++=chimpanzees
( ^zz++++=(
Pan ^np++++=Pan
troglodytes ^nns+++??+=troglodytes
) ^zz++++=)
and ^cc++++=and
humans ^nns++++=humans
( ^zz++++=(
Goodall ^np++++=Goodall,
, ^zz++++=EXTRAWORD
1986 ^cd+date+++=1986
) ^zz++++=),
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
restraint ^nn++++=restraint
or ^cc++++=or
use ^nn++++=use
of ^in++++=of
aggression ^nn++++=aggression
is ^vbz+bez+aux++=is
determined ^vpsv++by+xvbnx+=determined
by ^in++++=by
within ^in++++=within-group
- ^zz++++=EXTRAWORD
group ^nn++++=EXTRAWORD
male ^jj+atrb+++=male
cooperation ^nn++++=cooperation
and ^cc++++=and
between ^in++++=between-group
- ^zz++++=EXTRAWORD
group ^nn++++=EXTRAWORD
male ^jj+atrb+++=male
competition ^nn++++=competition
for ^in++++=for
access ^nn++++=access
to ^in++++=to
females ^nns++++=females,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
serves ^vbz++++=serves
to ^to++++=to
improve ^vbi++++=improve
reproductive ^jj+atrb+++=reproductive
success ^nn++++=success
in ^in++++=in
various ^jj+atrb+++=various
contexts ^nns++++=contexts.
. ^zz++++=EXTRAWORD
