Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
aggression ^nn++++=aggression
to ^to++++=to
be ^vbi++vrb++=be
more ^rbr++++=more
frequent ^jj+pred+++=frequent
and ^cc+phrs+++=and
intense ^jj++++=intense
toward ^in++++=toward
females ^nns++++=females
during ^in++++=during
takeovers ^nns+++??+=takeovers
occurring ^vwbg+++xvbg+=occurring
across ^in+pl+++=across
bands ^nns++++=bands
compared ^vbd+++xvbn+=compared
to ^in++++=to
those ^dt+dem+++=those
occurring ^jj+++xvbg+=occurring
within ^in++++=within
the ^ati++++=the
same ^ap++++=same
band ^nn++++=band.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
finding ^nvbg+++xvbg+=finding
is ^vbz+bez+vrb++=is
consistent ^jj+pred+++=consistent
with ^in++++=with
the ^ati++++=the
notion ^nn++++=notion
that ^tht+ncmp+++=that
male ^jj+atrb+++=male
philopatry ^nn+++??+=philopatry
and ^cc++++=and
kin ^nns++++=kin
bonds ^nns++++=bonds
within ^in++++=within
bands ^nns++++=bands
( ^zz++++=(
St ^np++++=St
dele ^nn+++??+=dele
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015
, ^zz++++=,
2016 ^cd++++=2016
) ^zz++++=)
lead ^nn++++=lead
to ^in++++=to
higher ^jjr+atrb+++=higher
levels ^nns++++=levels
of ^in++++=of
male ^jj+atrb+++=male
cooperation ^nn++++=cooperation
within ^in++++=within
than ^in++++=than
between ^in++++=between
bands ^nns++++=bands,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
with ^in++++=with
the ^ati++++=the
observation ^nn++++=observation
that ^tht+ncmp+++=that
males ^nns++++=males
are ^vb+ber+vrb++=are
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
risk ^vb++++=risk
injury ^nn++++=injury
and ^cc++++=and
the ^ati++++=the
loss ^nn++++=loss
of ^in++++=of
additional ^jj+atrb+++=additional
females ^nns++++=females
to ^in++++=to
retrieve ^jj+atrb++??+=retrieve
females ^nns++++=females
taken ^vwbn+++xvbn+=taken
over ^rb+phrv+++=over
by ^in++++=by
males ^nns++++=males
in ^in++++=in
other ^ap++++=other
bands ^nns++++=bands
during ^in++++=during
chaotic ^jj+atrb+++=chaotic
intergroup ^nn+++??+=intergroup
conflicts ^nns++++=conflicts
( ^zz++++=(
Pines ^np++++=Pines
and ^cc++++=and
Swedell ^np+++??+=Swedell,
, ^zz++++=EXTRAWORD
2011 ^cd++++=2011
) ^zz++++=).
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn++++=addition,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
finding ^vbg+++xvbg+=finding
that ^tht+vcmp+++=that
a ^at++++=a
leader ^nn++++=leader
male ^jj+atrb+++=male's
's ^vbz+bez+vrb++0=EXTRAWORD
aggression ^nn++++=aggression
toward ^in++++=toward
the ^ati++++=the
female ^nn++++=female,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
toward ^in++++=toward
other ^ap++++=other
males ^nns++++=males,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^rbr++++=more
intense ^jj+pred+++=intense
during ^in++++=during
interband ^nn+++??+=interband
transfers ^nns++++=transfers
further ^jjb++++=further
suggests ^vbz+vpub+++=suggests
the ^ati++++=the
importance ^nn++++=importance
of ^in++++=of
tacit ^jj+atrb+++=tacit
respect ^nn++++=respect
among ^in++++=among
males ^nns++++=males,
, ^zz++++=EXTRAWORD
even ^rb++++=even
across ^in+pl+++=across
bands ^nns++++=bands.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
also ^rb++++=also
possible ^jj+pred+++=possible
that ^tht+jcmp+++=that
males ^nns++++=males
do ^vb+do+aux++=do
not ^xnot++not++=not
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
use ^vb++++=use
as ^ql++++=as
much ^ap++++=much
aggression ^nn++++=aggression
to ^to++++=to
acquire ^vbi++++=acquire
females ^nns++++=females
within ^in++++=within
their ^pp$+pp3+++=their
own ^ap++++=own
band ^nn++++=band
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
already ^rb++++=already
existing ^jj+atrb++xvbg+=existing
familiarity ^nn++++=familiarity
among ^in++++=among
them ^pp3o+pp3+++=them
and ^cc++++=and
that ^cs+sub+++=that
more ^rbr++++=more
force ^nn++++=force
is ^vbz+bez+aux++=is
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
acquire ^vbi++++=acquire
unknown ^jj+atrb+++=unknown
females ^nns++++=females
from ^in++++=from
