Our ^pp$+pp1+++=Our
results ^nns++++=results
provide ^vb+vsua+++=provide
some ^dti++++=some
support ^nn++++=support
for ^in++++=for
the ^ati++++=the
first ^od++++=first
hypothesis ^nn++++=hypothesis
that ^tht+ncmp+++=that
human ^jj++++=human
walking ^xvbg+++xvbg+=walking
involves ^vbz++++=involves
lower ^jjr+atrb+++=lower
work ^nn++++=work
and ^cc++++=and
power ^nn++++=power
output ^nn++++=output
in ^in++++=in
the ^ati++++=the
stance ^nn++++=stance
phase ^nn++++=phase
than ^in++++=than
bipedal ^nn+++??+=bipedal
chimpanzees ^nns++++=chimpanzees.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
due ^jj+pred+++=due,
, ^zz++++=EXTRAWORD
in ^in++++=in
large ^jj+atrb+++=large
part ^nn++++=part,
, ^zz++++=EXTRAWORD
to ^in++++=to
significantly ^rb++++=significantly
less ^rbr++++=less
positive ^jj+atrb+++=positive
mechanical ^jj+atrb+++=mechanical
work ^nn++++=work
and ^cc++++=and
power ^nn++++=power
output ^nn++++=output
in ^in++++=in
the ^ati++++=the
first ^od++++=first
double ^jj++++=double-support
- ^zz++++=EXTRAWORD
support ^nn++++=EXTRAWORD
and ^cc++++=and
single ^jj++++=single-support
- ^zz++++=EXTRAWORD
support ^nn++++=EXTRAWORD
periods ^nns++++=periods
of ^in++++=of
a ^at++++=a
human ^nn++++=human
walking ^vwbg+++xvbg+=walking
stride ^nn++++=stride.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
both ^abx++++=both
humans ^nns++++=humans
and ^cc++++=and
chimpanzees ^nns++++=chimpanzees
absorb ^vb++++=absorb
mechanical ^jj+atrb+++=mechanical
energy ^nn++++=energy
at ^in++++=at
the ^ati++++=the
hip ^nn++++=hip
in ^in++++=in
the ^ati++++=the
first ^od++++=first
double ^jj++++=double-support
- ^zz++++=EXTRAWORD
support ^nn++++=EXTRAWORD
period ^nn++++=period,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
greater ^jjr++++=greater
net ^jjb++++=net
positive ^jj+atrb+++=positive
mechanical ^jj+atrb+++=mechanical
work ^nn++++=work
at ^rb++++=at
the ^ati++++=the
knee ^nn++++=knee
( ^zz++++=(
Fig ^np++++=Fig.
. ^zz++++=EXTRAWORD
4 ^zz++++=4
a ^at++++=A,
, ^zz++++=EXTRAWORD
b ^zz++++=B)
) ^zz++++=EXTRAWORD
in ^in++++=in
bipedal ^nn++++=bipedal
chimpanzee ^nn++++=chimpanzee
walking ^vbg+++xvbg+=walking.
. ^zz++++=EXTRAWORD
