Our ^pp$+pp1+++=Our
results ^nns++++=results
establish ^vb+vprv+++=establish
that ^tht+vcmp+++=that
a ^at++++=a
protein ^nn++++=protein-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
epigenetic ^jj+atrb+++=epigenetic
element ^nn+nom+++=element
the ^ati++++=the
[ ^zz++++=[
Esi ^np+++??+=ESI
+ ^zz++++=+
] ^zz++++=]
prion ^nn+++??+=prion
can ^md+pos+++=can
act ^vb+vpub+++=act
to ^to++++=to
drive ^vbi++++=drive
the ^ati++++=the
transgenerational ^jj+atrb+++=transgenerational
inheritance ^nn+nom+++=inheritance
of ^in++++=of
an ^at++++=an
activated ^jj+atrb++xvbn+=activated
chromatin ^nn+++??+=chromatin
state ^nn++++=state
( ^zz++++=(
Figure ^np++++=Figure
7 ^zz++++=7
F ^zz++++=F).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Whereas ^cs+sub+++=Whereas
in ^in++++=in
naive ^jj+atrb+++=naive
cells ^nns++++=cells
Set3c ^np+++??+=Set3C
has ^vbz+hvz+vrb++=has
a ^at++++=a
mix ^nn++++=mix
of ^in++++=of
activating ^xvbg+++xvbg+=activating
and ^cc++++=and
repressing ^xvbg+++xvbg+=repressing
functions ^nns+nom+++=functions,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
prion ^nn+++??+=prion
state ^nn++++=state
it ^pp3+it+++=it
pervasively ^rb++++=pervasively
binds ^vbz++++=binds
the ^ati++++=the
genome ^nn+++??+=genome,
, ^zz++++=EXTRAWORD
activating ^jj+++xvbg+=activating
otherwise ^rb+cnj+++=otherwise
repressed ^jj+atrb+++=repressed
sub ^nn++++=sub-telomeric
- ^zz++++=EXTRAWORD
telomeric ^jj+atrb+++=EXTRAWORD
genes ^nns++++=genes
via ^in++++=via
interference ^nn+nom+++=interference
with ^in++++=with
Rap1 ^np+++??+=Rap1
function ^nn+nom+++=function
and ^cc++++=and
Rna ^np+++??+=RNA
pol ^nn+++??+=pol
Ii ^np+++??+=II
recruitment ^nn+nom+++=recruitment.
. ^zz++++=EXTRAWORD
Expression ^nn++++=Expression
of ^in++++=of
these ^dt+dem+++=these
otherwise ^rb+cnj+++=otherwise
repressed ^jj+atrb+++=repressed
domains ^nns++++=domains
reveals ^nns+nom+++=reveals
expression ^nn++++=expression
of ^in++++=of
transcripts ^nns+++??+=transcripts
that ^tht+rel+obj++=that
drives ^nns++++=drives
a ^at++++=a
transcriptional ^jj+atrb+++=transcriptional
program ^nn+++??+=program
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
often ^rb++++=often
adaptive ^jj+pred+++=adaptive,
, ^zz++++=EXTRAWORD
fueling ^nn+nom+++=fueling
resistance ^nn+nom+++=resistance
to ^in++++=to
antifungal ^jj+atrb+++=antifungal
drugs ^nns++++=drugs
and ^cc++++=and
other ^ap++++=other
stressors ^nns++++=stressors.
. ^zz++++=EXTRAWORD
