Our ^pp$+pp1+++=Our
results ^nns++++=results
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
studies ^nns++++=studies
which ^whp+rel+subj++=which
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
domain ^nn++++=domain-specific
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
differences ^nns++++=differences
between ^in++++=between
sexes ^nns++++=sexes
in ^in++++=in
cognitive ^nn+++??+=cognitive
performance ^nn++++=performance
and ^cc++++=and
decline ^nn++++=decline.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
in ^in++++=in
previous ^jj+atrb+++=previous
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
women ^nns++++=women
consistently ^rb++++=consistently
had ^vb+hv+vrb++=had
better ^jjr+atrb+++=better
memory ^nn++++=memory
scores ^nns++++=scores
than ^in++++=than
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
underlying ^jj+atrb++xvbg+=underlying
mechanisms ^nns++++=mechanisms
of ^in++++=of
observed ^vbn+vprv++xvbn+=observed
differences ^nns++++=differences
in ^in++++=in
memory ^nn++++=memory
between ^in++++=between
sexes ^nns++++=sexes
are ^vb+ber+vrb++=are
not ^xnot++not++=not
well ^jj+pred+++=well
understood ^vbd+vprv++xvbn+=understood,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
neuroprotective ^nn+++??+=neuroprotective
effect ^nn++++=effect
of ^in++++=of
oestradiol ^nn+++??+=oestradiol
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
identified ^vpsv++agls+xvbnx+=identified
as ^ql++++=as
a ^at++++=a
possible ^jj+atrb+++=possible
explanation ^nn++++=explanation.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
consistent ^jj++++=consistent
with ^in++++=with
de ^&fw++++=de
Frias ^np+++??+=Frias
and ^cc++++=and
colleagues ^nns++++=colleagues,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
results ^nns++++=results
do ^vb+do+aux++=do
not ^xnot++not++=not
support ^vb++++=support
this ^dt+dem+++=this
hypothesis ^nn++++=hypothesis,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
observed ^vbd+vprv++xvbn+=observed
a ^at++++=a
smaller ^jjr+atrb+++=smaller
difference ^nn++++=difference
between ^in++++=between
sexes ^nns++++=sexes
at ^rb++++=at
perimenopausal ^nn+++??+=perimenopausal
and ^cc++++=and
premenopausal ^jj+atrb++??+=premenopausal
age ^nn++++=age
( ^zz++++=(50
50 ^cd++++=EXTRAWORD
years ^nns++++=years)
) ^zz++++=EXTRAWORD
compared ^vbd+++xvbn+=compared
with ^in++++=with
menopausal ^nn++++=menopausal
age ^nn++++=age
groups ^nns++++=groups
( ^zz++++=(60
60 ^cd++++=EXTRAWORD
and ^cc++++=and
70 ^cd++++=70
years ^nns++++=years).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
