The ^ati++++=The
treatment ^nn+nom+++=treatment
variable ^nn++++=variable
identified ^vwbn+++xvbn+=identified
respondents ^nns++++=respondents
in ^in++++=in
Victoria ^np++++=Victoria
who ^whp+rel+subj++=who
completed ^vbd+++xvbn+=completed
the ^ati++++=the
Scq ^np+++??+=SCQ
in ^in++++=in
the ^ati++++=the
second ^od++++=second
half ^nn++++=half
of ^in++++=of
2020 ^cd++++=2020
during ^in++++=during
the ^ati++++=the
lockdown ^jj+++xvbn+=lockdown
or ^cc++++=or
within ^in++++=within
2 ^zz++++=2
weeks ^nns++++=weeks
of ^in++++=of
the ^ati++++=the
lockdown ^nn++++=lockdown
being ^xvbg+++xvbg+=being
lifted ^vbd+++xvbn+=lifted.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
group ^nn++++=group
covered ^vbd+++xvbn+=covered
all ^abn++++=all
people ^nns++++=people
living ^vwbg+++xvbg+=living
in ^in++++=in
metropolitan ^nn+nom+++=metropolitan
Melbourne ^np++++=Melbourne
who ^whp+rel+subj++=who
completed ^vbd+++xvbn+=completed
the ^ati++++=the
Scq ^np+++??+=SCQ
on ^in++++=on
or ^cc++++=or
before ^in++++=before
Nov ^nr++++=Nov
11 ^cd++++=11,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
people ^nns++++=people
living ^vwbg+++xvbg+=living
in ^in++++=in
regional ^jj+atrb+++=regional
Victoria ^np++++=Victoria
who ^whp+rel+subj++=who
completed ^vbd+++xvbn+=completed
the ^ati++++=the
scq ^np++++=SCQ
on ^in++++=on
or ^cc++++=or
before ^in++++=before
oct ^np++++=Oct
1 ^zz++++=1,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
