We ^pp1a+pp1+++=We
evaluated ^vbd+++xvbn+=evaluated
the ^ati++++=the
association ^nn+nom+++=association
between ^in++++=between
supar ^nn+++??+=suPAR
levels ^nns++++=levels
and ^cc++++=and
postprocedural ^jj+atrb+++=postprocedural
acute ^jj+atrb+++=acute
kidney ^nn++++=kidney
injury ^nn++++=injury
in ^in++++=in
two ^cd++++=two
prospective ^jj+atrb+++=prospective
cohorts ^nns++++=cohorts
of ^in++++=of
patients ^nns++++=patients
undergoing ^vwbg+++xvbg+=undergoing
coronary ^jj+atrb+++=coronary
angiography ^nn+++??+=angiography
for ^in++++=for
suspected ^jj+atrb++xvbn+=suspected
coronary ^jj+atrb+++=coronary
artery ^nn++++=artery
disease ^nn++++=disease:
: ^zz++++=EXTRAWORD
the ^ati++++=the
Emory ^np+++??+=Emory
Cardiovascular ^np+++??+=Cardiovascular
Biobank ^np+++??+=Biobank
( ^zz++++=(EmCAB)
emcab ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
Catheter ^nn+nom+++=Catheter
Sampled ^np+++??+=Sampled
Blood ^nn++++=Blood
Archive ^np+++??+=Archive
in ^in++++=in
Cardiovascular ^np+++??+=Cardiovascular
Diseases ^nns++++=Diseases
( ^zz++++=(CASABLANCA).
casablanca ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^to++++=To
determine ^vbi++++=determine
whether ^cs+who+++=whether
supar ^nn+++??+=suPAR
was ^vbd+bedz+aux++=was
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
acute ^jj+atrb+++=acute
kidney ^nn++++=kidney
injury ^nn++++=injury
unrelated ^jj++++=unrelated
to ^in++++=to
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
contrast ^nn++++=contrast
material ^nn++++=material
we ^pp1a+pp1+++=we
sought ^vbd+++xvbn+=sought
to ^to++++=to
replicate ^nn+nom+++=replicate
our ^pp$+pp1+++=our
findings ^nns++++=findings
in ^in++++=in
patients ^nns++++=patients
at ^rb++++=at
high ^jj++++=high
risk ^vb++++=risk
for ^in++++=for
acute ^jj+atrb+++=acute
kidney ^nn++++=kidney
injury ^nn++++=injury
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
undergoing ^vbg+++xvbgx+=undergoing
cardiac ^jj+atrb+++=cardiac
surgery ^nn+nom+++=surgery
and ^cc++++=and
in ^in++++=in
critically ^rb++++=critically
ill ^jj+atrb+++=ill
patients ^nns++++=patients
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
been ^vbd+ben+aux++=been
admitted ^vpsv++agls+xvbn+=admitted
to ^in++++=to
the ^ati++++=the
intensive ^jj+atrb+++=intensive
care ^nn++++=care
unit ^nn++++=unit
( ^zz++++=(ICU).
icu ^nn++++=EXTRAWORD
). ^nn++++=EXTRAWORD
