Our ^pp$+pp1+++=Our
high ^jj++++=high-resolution
- ^zz++++=EXTRAWORD
resolution ^nn++++=EXTRAWORD
analysis ^nn++++=analysis
over ^in++++=over
space ^nn++++=space
and ^cc++++=and
time ^nn++++=time
shows ^vbz+vprv+++=shows
that ^tht+vcmp+++=that
life ^nn++++=life
expectancy ^nn++++=expectancy
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
only ^ap+down+++=only
ceased ^jj+++xvbn+=ceased
to ^to++++=to
increase ^vbi++++=increase
but ^cc++++=but
has ^vbz+hvz+aux++=has
declined ^vprf+++xvbnx+=declined
in ^in++++=in
many ^ap++++=many
communities ^nns++++=communities
in ^in++++=in
England ^np++++=England
since ^in++++=since
2010 ^cd++++=2010.
. ^zz++++=EXTRAWORD
The ^ati++++=The
decline ^nn++++=decline
has ^vbz+hvz+aux++=has
accelerated ^vprf+++xvbnx+=accelerated
since ^in++++=since
2014 ^cd++++=2014,
, ^zz++++=EXTRAWORD
affecting ^vbg+++xvbg+=affecting
the ^ati++++=the
female ^jj+atrb+++=female
population ^nn++++=population
of ^in++++=of
18 ^cd++++=18
7 ^zz++++=7%
% ^zz++++=EXTRAWORD
of ^in++++=of
Msoas ^np+++??+=MSOAs
and ^cc++++=and
the ^ati++++=the
male ^jj+atrb+++=male
population ^nn++++=population
of ^in++++=of
11 ^cd++++=11
5 ^zz++++=5%
% ^zz++++=EXTRAWORD
of ^in++++=of
Msoas ^np+++??+=MSOAs.
. ^zz++++=EXTRAWORD
In ^in++++=In
1 ^zz++++=1
8 ^zz++++=8%
% ^zz++++=EXTRAWORD
of ^in++++=of
Msoas ^np+++??+=MSOAs,
, ^zz++++=EXTRAWORD
women ^nns++++=women
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
long ^jj++++=long-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
decline ^nn++++=decline
in ^in++++=in
life ^nn++++=life
expectancy ^nn++++=expectancy
over ^in++++=over
two ^cd++++=two
decades ^nns++++=decades.
. ^zz++++=EXTRAWORD
Msoas ^np+++??+=MSOAs
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
gained ^vprf+++xvbnx+=gained
the ^ati++++=the
least ^rbt++++=least
in ^in++++=in
longevity ^nn++++=longevity
since ^cs+sub+++=since
2002 ^cd++++=2002
were ^vbd+bed+vrb++=were
those ^dt+dem+++=those
that ^cs+sub+++=that
started ^vprf+++xvbn+=started
with ^in++++=with
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
life ^nn++++=life
expectancy ^nn++++=expectancy,
, ^zz++++=EXTRAWORD
located ^xvbn+++xvbn+=located
in ^in++++=in
northern ^jj+atrb+++=northern
urban ^jj+atrb+++=urban
areas ^nns++++=areas
with ^in++++=with
high ^jj+atrb+++=high
levels ^nns++++=levels
of ^in++++=of
poverty ^nn++++=poverty
and ^cc++++=and
unemployment ^nn++++=unemployment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
relatively ^rb++++=relatively
low ^jj+atrb+++=low
education ^nn++++=education.
. ^zz++++=EXTRAWORD
Conversely ^rb+cnj+++=Conversely,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
Msoas ^np+++??+=MSOAs
with ^in++++=with
higher ^jjr+atrb+++=higher
life ^nn++++=life
expectancies ^nns+++??+=expectancies
in ^in++++=in
2002 ^cd++++=2002
had ^vb+hv+vrb++=had
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
largest ^nn++++=largest
gains ^vbz++++=gains.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
result ^nn++++=result,
, ^zz++++=EXTRAWORD
England ^np++++=England
has ^vbz+hvz+aux++=has
seen ^vprf+++xvbnx+=seen
widening ^vbg+++xvbg+=widening
inequalities ^nns++++=inequalities
in ^in++++=in
longevity ^nn++++=longevity,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
life ^nn++++=life
expectancy ^nn++++=expectancy
gap ^nn++++=gap
surpassing ^jj++++=surpassing
20 ^cd++++=20
years ^nns++++=years
for ^in++++=for
women ^nns++++=women
and ^cc++++=and
27 ^cd++++=27
years ^nns++++=years
for ^in++++=for
men ^nns++++=men.
. ^zz++++=EXTRAWORD
