Our ^pp$+pp1+++=Our
Australia ^np++++=Australia.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
unlikely ^jj+pred+++=unlikely
that ^tht+jcmp+++=that
the ^ati++++=the
most ^ql+emph+++=most
severe ^jj++++=severe
scenarios ^vbz+++??+=scenarios
used ^vbd+++xvbn+=used
in ^in++++=in
our ^pp$+pp1+++=our
exploratory ^jj+atrb+++=exploratory
analysis ^nn++++=analysis
occurred ^vbd+++xvbn+=occurred
in ^in++++=in
Australia ^np++++=Australia
in ^in++++=in
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Australia ^np++++=Australia
and ^cc++++=and
many ^ap++++=many
other ^ap++++=other
countries ^nns++++=countries
had ^vb+hv+vrb++=had
new ^jj+atrb+++=new
outbreaks ^nns++++=outbreaks
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
in ^in++++=in
2021 ^cd++++=2021
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
delta ^nn++++=delta
variant ^jj++++=variant
( ^zz++++=(B.1.617.2),
b.1.617.2 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
findings ^nns++++=findings
might ^md+pos+++=might
potentially ^rb++++=potentially
be ^vb+be+vrb++=be
more ^rbr++++=more
relevant ^jj+pred+++=relevant
if ^cs+cnd+++=if
health ^nn++++=health
services ^nns++++=services
are ^vb+ber+aux++=are
disrupted ^vpsv++agls+xvbnx+=disrupted
for ^in++++=for
an ^at++++=an
extended ^jj+atrb++xvbn+=extended
period ^nn++++=period
of ^in++++=of
time ^nn++++=time
before ^cs+sub+++=before
a ^at++++=a
substantial ^jj+atrb+++=substantial
rate ^nn++++=rate
of ^in++++=of
vaccination ^nn++++=vaccination
is ^vbz+bez+aux++=is
achieved ^vpsv++agls+xvbnx+=achieved
in ^in++++=in
the ^ati++++=the
population ^nn++++=population.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
also ^rb++++=also
important ^jj+pred+++=important
to ^to+jcmp+++=to
acknowledge ^vbi+vpub+++=acknowledge
that ^tht+vcmp+++=that
treatment ^nn++++=treatment
delays ^nns++++=delays
are ^vb+ber+vrb++=are
only ^rb+down+++=only
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
potential ^jj+atrb+++=potential
negative ^jj+atrb+++=negative
effects ^nns++++=effects
of ^in++++=of
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic
on ^in++++=on
cancer ^nn++++=cancer
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
including ^in++++=including
possible ^jj+atrb+++=possible
delays ^nns++++=delays
in ^in++++=in
diagnosis ^nn++++=diagnosis
and ^cc++++=and
a ^at++++=a
subsequent ^jj+atrb+++=subsequent
shift ^nn++++=shift
in ^in++++=in
stage ^nn++++=stage
towards ^in++++=towards
more ^rbr++++=more
advanced ^jj+atrb++xvbn+=advanced
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
result ^vbi++++=result
in ^in++++=in
additional ^jj+atrb+++=additional
excess ^nn++++=excess
deaths ^nns++++=deaths
( ^zz++++=(a
a ^at++++=EXTRAWORD
broader ^jjr+atrb+++=broader
discussion ^nn++++=discussion
of ^in++++=of
this ^dt+pdem+++=this
can ^md+pos+++=can
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
the ^ati++++=the
appendix ^nn++++=appendix
[ ^zz++++=[pp
pp ^nns++++=EXTRAWORD
58 ^cd++++=58
59 ^cd++++=59]
] ^zz++++=EXTRAWORD
) ^zz++++=).
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
a ^at++++=a
modelling ^jj+atrb++xvbg+=modelling
study ^nn++++=study
published ^vbd+++xvbn+=published
in ^in++++=in
2021 ^cd++++=2021
estimated ^vbn+vprv++xvbn+=estimated
that ^tht+vcmp+++=that
a ^at++++=a
6 ^zz++++=6-month
- ^zz++++=EXTRAWORD
month ^nn++++=EXTRAWORD
disruption ^nn++++=disruption
in ^in++++=in
colorectal ^nn+++??+=colorectal
cancer ^nn++++=cancer
screening ^vwbg+++xvbg+=screening
would ^md+prd+++=would
result ^vb++++=result
in ^in++++=in
almost ^rb+hdg+++=almost
2000 ^cd++++=2000
additional ^jj+atrb+++=additional
colorectal ^nn+++??+=colorectal
cancer ^nn++++=cancer
deaths ^nns++++=deaths
in ^in++++=in
Australia ^np++++=Australia
due ^jj++++=due
to ^to+jcmp+++=to
delayed ^vbi++++=delayed
diagnosis ^nn++++=diagnosis.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
to ^to+jcmp+++=to
assess ^vbi++++=assess
the ^ati++++=the
combined ^jj+atrb++xvbn+=combined
effects ^nns++++=effects
of ^in++++=of
disruptions ^nns+++??+=disruptions
to ^to++++=to
screening ^vbi++++=screening
programmes ^nns++++=programmes,
, ^zz++++=EXTRAWORD
diagnostic ^nn+++??+=diagnostic
and ^cc++++=and
treatment ^nn++++=treatment
delays ^nns++++=delays,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
any ^dti++++=any
long ^jj++++=long-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
risk ^nn++++=risk
behaviour ^nn++++=behaviour
changes ^nns++++=changes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
determine ^vbi++++=determine
the ^ati++++=the
best ^jjt+atrb+++=best
methods ^nns++++=methods
for ^in++++=for
counteracting ^jj++++=counteracting
these ^dt+dem+++=these
effects ^nns++++=effects
and ^cc++++=and
aiding ^jj+atrb++??+=aiding
recovery ^nn++++=recovery.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
and ^cc++++=and
Cancer ^nn++++=Cancer
Global ^jj+atrb+++=Global
Modelling ^jj+atrb++xvbg+=Modelling
Consortium ^nn++++=Consortium
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
established ^vpsv++agls+xvbnx+=established
to ^in++++=to
address ^nn++++=address
these ^dt+dem+++=these
issues ^nns++++=issues
and ^cc++++=and
help ^nn++++=help
countries ^nns++++=countries
minimise ^vb++++=minimise
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
on ^in++++=on
cancer ^nn++++=cancer
patients ^nns++++=patients
in ^in++++=in
the ^ati++++=the
longer ^rbr++++=longer
term ^nn++++=term.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
detailed ^jj++++=detailed
modelling ^jj+++xvbg+=modelling
across ^in+pl+++=across
all ^abn++++=all
major ^jj+atrb+++=major
cancer ^nn++++=cancer
types ^nns++++=types
will ^md+prd+++=will
be ^vb+be+aux++=be
conducted ^vpsv++agls+xvbnx+=conducted
in ^in++++=in
Australia ^np++++=Australia
and ^cc++++=and
other ^ap++++=other
countries ^nns++++=countries.
. ^zz++++=EXTRAWORD
Comparisons ^nns++++=Comparisons
of ^in++++=of
the ^ati++++=the
effects ^nns++++=effects
of ^in++++=of
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic
between ^in++++=between
Australia ^np++++=Australia
and ^cc++++=and
countries ^nns++++=countries
with ^in++++=with
similar ^jj+atrb+++=similar
health ^nn++++=health
systems ^nns++++=systems
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
greater ^jjr+atrb+++=greater
disruption ^nn++++=disruption
from ^in++++=from
the ^ati++++=the
pandemic ^nn+++??+=pandemic
will ^md+prd+++=will
be ^vb+be+vrb++=be
important ^jj+pred+++=important
for ^in++++=for
future ^jjb+atrb+++=future
policy ^nn++++=policy
decisions ^nns++++=decisions
regarding ^in++++=regarding
responses ^nns++++=responses
such ^abl++++=such
as ^ql++++=as
border ^nn++++=border
closures ^nns++++=closures
and ^cc++++=and
virus ^nn++++=virus
elimination ^nn++++=elimination
strategies ^nns++++=strategies.
. ^zz++++=EXTRAWORD
