This ^dt+dem+++=This
Council ^nn++++=Council
for ^in++++=for
Curriculum ^nn++++=Curriculum
and ^cc++++=and
Assessment ^nn++++=Assessment,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
29 ^cd++++=29).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
teachers ^nns++++=teachers
and ^cc++++=and
Bishops ^npt++++=Bishops
representative ^nn++++=representative
of ^in++++=of
Catholic ^jj+atrb+++=Catholic
denominational ^jj+atrb+++=denominational
schools ^nns++++=schools
expressed ^vbd+vpub++xvbn+=expressed
concerns ^nns++++=concerns
about ^in++++=about
the ^ati++++=the
feasibility ^nn+++??+=feasibility
of ^in++++=of
such ^abl++++=such
a ^at++++=a
programme ^nn++++=programme,
, ^zz++++=EXTRAWORD
contending ^vb++++=contending
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
confuse ^vb++++=confuse
pupils ^nns++++=pupils
by ^in++++=by
delivering ^nn++++=delivering
mixed ^xvbn+++xvbn+=mixed
messages ^nns++++=messages
regarding ^in++++=regarding
the ^ati++++=the
authenticity ^nn++++=authenticity
of ^in++++=of
their ^pp$+pp3+++=their
faith ^nn++++=faith.
. ^zz++++=EXTRAWORD
