Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
observe ^vb+vprv+++=observe
that ^tht+vcmp+++=that
epidemics ^nns++++=epidemics
with ^in++++=with
final ^jj+atrb+++=final
sizes ^nns++++=sizes
up ^rp++++=up
to ^to++++=to
90 ^cd++++=90%
% ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
insensitive ^jj+pred+++=insensitive
to ^in++++=to
variation ^nn+nom+++=variation
in ^in++++=in
every ^at++++=every
independent ^jj++++=independent
variable ^jj++++=variable
( ^zz++++=(
Fig ^np++++=Fig.
. ^zz++++=EXTRAWORD
2 ^zz++++=2
, ^zz++++=,
column ^nn++++=column
3 ^zz++++=3).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Peak ^nn++++=Peak
sizes ^nns++++=sizes
for ^in++++=for
final ^jj+atrb+++=final
sizes ^nns++++=sizes
of ^in++++=of
more ^rbr++++=more
than ^in++++=than
90 ^cd++++=90%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
follow ^vb+vprv+++=follow
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
the ^ati++++=the
final ^jj+atrb+++=final
size ^nn++++=size
curves ^nns++++=curves.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
if ^cs+cnd+++=if
the ^ati++++=the
disease ^nn++++=disease
spreads ^vbz++++=spreads
through ^in++++=through
almost ^rb+hdg+++=almost
the ^ati++++=the
entire ^jjb+atrb+++=entire
network ^nn++++=network,
, ^zz++++=EXTRAWORD
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
simultaneously ^rb+tm+++=simultaneously
infected ^xvbn+++xvbn+=infected
agents ^nns++++=agents
correlates ^nns+nom+++=correlates
with ^in++++=with
the ^ati++++=the
final ^jj+atrb+++=final
size ^nn++++=size
of ^in++++=of
the ^ati++++=the
epidemic ^nn++++=epidemic.
. ^zz++++=EXTRAWORD
